#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         Solar Orbiter
#     SOURCE_NAME                     SOLO>Solar Orbiter
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     DATA_TYPE                       L2>Level 2 Calibrated Data
#     DESCRIPTOR                      MAG>Magnetometer
#     DATA_VERSION                    01
#     SOFTWARE_VERSION                2.26.1
#     SKELETON_VERSION                11
#     PI_NAME                         T. Horbury
#     PI_AFFILIATION                  The Blackett Laboratory, Imperial College London
#     TEXT                            Dual-sensor, triaxial fluxgate magnetometer
#                                     doi:10.1051/0004-6361/201937257
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Solar Orbiter
#     LOGICAL_SOURCE                  solo_L2_mag-rtn
#     LOGICAL_FILE_ID                 solo_L2_mag-rtn-normal-1-minute
#     LOGICAL_SOURCE_DESCRIPTION      Solar Orbiter Magnetometer L2 Data
#     RULES_OF_USE                    Publication quality. Take note of Quality Flag and refer to SOL-MAG-DPDD for                          
#                                      exceptions                                                                                            
#     GENERATED_BY                    The Blackett Laboratory, Imperial College London
#     GENERATION_DATE                 2024-07-11T10:15:42
#     MODS                            V01 2019/12/11 I. Carrasco: Initial release
#                                     V02 2019/12/18 I. Carrasco: Second release
#                                     V03 2020/03/17 H. O'Brien: Third release
#                                     V04 2020/03/27 V. Evans: Fourth release
#                                     V05 2020/03/30 V. Evans: Fifth release
#                                     V06 2020/03/31 V. Evans: Sixth release
#                                     V07 2020/05/01 V. Angelini: Seventh release
#                                     V08 2020/06/18 V. Angelini: Eighth release
#                                     V07 2020/07/27 V. Angelini: Ninth release
#                                     V10 2020/08/18 V. Angelini: Tenth release
#                                     V11 2020/09/11 V. Angelini: Eleventh release
#     LEVEL                           L2>Level 2 Calibrated Data
#     PARENTS                         Time-conversion (OBT to UTC): solo_ANC_soc-flown-mk_V111_20240324_001.tm
#                                     solo_CAL_mag-obs-burst-bitshift_V01.csv, solo_CAL_mag-ibs-burst-bitshift_V01.csv
#                                     solo_L0_mag-obs-burst-puc_20240323_V01.csv, solo_L0_mag-ibs-burst-puc_20240323_V01.csv
#                                     L1 filename: solo_L1_mag-obs-burst_20240323_V01.cdf, MAG Heater Cleaning: HeaterProfile_2024-03-31_V998.mat
#                                     Spacecraft Heater Cleaning: LCLProfile-20220117T111248.mat, L2 attitude transformation: solo_ANC_soc-flown-mk_V111_20240404_002.tm
#                                     solo_L2_mag-rtn-normal-1-minute-internal_20240323_V01.cdf
#     INSTRUMENT_NAME                 MAG
#     ACKNOWLEDGEMENT                 Solar Orbiter magnetometer data was provided by Imperial College Londonand supported                  
#                                      by the UK Space Agency                                                                                
#     LINK_TEXT                       Solar Orbiter MAG
#     LINK_TITLE                      Homepage
#                                     https://www.imperial.ac.uk/space-and-atmospheric-physics/research/missions-and-projects/space-missions
#     SOOP_TYPE                       NA
#     OBS_ID                          NA
#     DATA_PRODUCT                    RTN > Data in RTN coordinates
#     CDAWEB_PARENTS                  solo_l2_mag-rtn-normal-1-minute_00000000_v01
#                                     solo_l2_mag-rtn-normal-1-minute_20240323_v01, solo_l2_mag-rtn-normal-1-minute_20240324_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch encoded as Terrestrial Time on rotating Earth geoid, ns since J2000
#  2. Magnetic field vector in RTN coordinates
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,B_R_nT,B_T_nT,B_N_nT
2024-03-24T00:09:29.999996200Z,23.2789,-33.4726,4.65313
2024-03-24T00:10:30.000002682Z,22.7293,-33.5312,10.8197
2024-03-24T00:11:29.999999105Z,23.8536,-32.7703,10.8092
2024-03-24T00:12:29.999995529Z,23.2490,-30.9843,15.4343
2024-03-24T00:13:30.000002011Z,19.9039,-31.2668,18.4031
2024-03-24T00:14:29.999998435Z,18.6083,-33.2585,15.2746
2024-03-24T00:15:30.000004917Z,18.9365,-34.6000,12.2799
2024-03-24T00:16:30.000001341Z,21.2185,-32.9949,13.1653
2024-03-24T00:17:29.999997764Z,20.8270,-32.5251,15.5765
2024-03-24T00:18:30.000004246Z,20.7716,-32.8473,15.3313
2024-03-24T00:19:30.000000670Z,18.3552,-33.3557,17.4303
2024-03-24T00:20:29.999997094Z,22.2523,-32.6834,13.0531
2024-03-24T00:21:30.000003576Z,19.6178,-31.4185,18.6725
2024-03-24T00:22:30.000000000Z,18.0353,-31.1228,20.4493
2024-03-24T00:23:29.999996423Z,16.5431,-30.5031,22.6926
2024-03-24T00:24:30.000002905Z,22.1917,-29.1166,17.8311
2024-03-24T00:25:29.999999329Z,17.3057,-31.2832,18.7561
2024-03-24T00:26:29.999995753Z,17.6603,-33.3064,13.8874
2024-03-24T00:27:30.000002235Z,14.9913,-32.2030,18.4972
2024-03-24T00:28:29.999998658Z,11.1982,-27.2550,27.0689
2024-03-24T00:29:29.999995082Z,10.0144,-25.9495,28.7839
2024-03-24T00:30:30.000001564Z,7.47974,-26.1757,29.8619
2024-03-24T00:31:29.999997988Z,9.03947,-25.7225,29.6813
2024-03-24T00:32:30.000004470Z,12.6052,-27.7024,27.3726
2024-03-24T00:33:30.000000894Z,7.29472,-23.3270,31.9507
2024-03-24T00:34:29.999997317Z,3.60010,-20.8273,33.9839
2024-03-24T00:35:30.000003799Z,0.367256,-17.8387,35.7760
2024-03-24T00:36:30.000000223Z,0.270136,-17.3610,35.5946
2024-03-24T00:37:29.999996647Z,-0.465915,-15.9118,36.9965
2024-03-24T00:38:30.000003129Z,-0.165356,-13.5828,37.5938
2024-03-24T00:39:29.999999552Z,-0.613028,-12.7177,37.8070
2024-03-24T00:40:29.999995976Z,-0.410064,-10.2672,38.5523
2024-03-24T00:41:30.000002458Z,-0.854350,-6.66355,39.3100
2024-03-24T00:42:29.999998882Z,-0.423132,-10.1511,36.7916
2024-03-24T00:43:29.999995306Z,-2.91622,-15.5949,34.5534
2024-03-24T00:44:30.000001788Z,5.03160,-26.8580,26.6715
2024-03-24T00:45:29.999998211Z,12.8747,-34.4537,7.59689
2024-03-24T00:46:30.000004693Z,10.3565,-34.2129,11.7573
2024-03-24T00:47:30.000001117Z,3.58573,-27.6680,22.1064
2024-03-24T00:48:29.999997541Z,12.0486,-32.2651,14.2034
2024-03-24T00:49:30.000004023Z,7.77207,-30.2905,18.1577
2024-03-24T00:50:30.000000447Z,11.9042,-32.3518,13.3424
2024-03-24T00:51:29.999996870Z,10.0776,-33.4637,12.6210
2024-03-24T00:52:30.000003352Z,8.04129,-33.6947,13.8356
2024-03-24T00:53:29.999999776Z,11.5111,-33.4643,10.7635
2024-03-24T00:54:29.999996200Z,11.9783,-29.1911,19.0661
2024-03-24T00:55:30.000002682Z,8.02119,-27.2050,24.0514
2024-03-24T00:56:29.999999105Z,2.27701,-30.7280,20.1633
2024-03-24T00:57:29.999995529Z,3.54332,-27.3609,23.8947
2024-03-24T00:58:30.000002011Z,0.579854,-28.7919,23.3392
2024-03-24T00:59:29.999998435Z,6.91674,-32.1878,15.3954
2024-03-24T01:00:30.000004917Z,-0.803382,-22.8057,28.8118
2024-03-24T01:01:30.000001341Z,5.84372,-30.0002,20.5275
2024-03-24T01:02:29.999997764Z,4.83058,-26.8484,22.5555
2024-03-24T01:03:30.000004246Z,0.696628,-24.3642,24.8409
2024-03-24T01:04:30.000000670Z,-0.599883,-21.0086,28.4024
2024-03-24T01:05:29.999997094Z,4.82095,-23.6589,23.9350
2024-03-24T01:06:30.000003576Z,3.00816,-27.4329,22.1233
2024-03-24T01:07:30.000000000Z,8.37374,-29.1269,18.8895
2024-03-24T01:08:29.999996423Z,2.99319,-29.2334,19.8282
2024-03-24T01:09:30.000002905Z,-4.37397,-18.7164,29.1394
2024-03-24T01:10:29.999999329Z,0.611935,-27.8541,20.4078
2024-03-24T01:11:29.999995753Z,-9.35795,-18.6648,27.3319
2024-03-24T01:12:30.000002235Z,-11.8163,-14.4388,29.9429
2024-03-24T01:13:29.999998658Z,-11.7014,-12.1117,30.7412
2024-03-24T01:14:29.999995082Z,-10.6420,-15.3646,29.5096
2024-03-24T01:15:30.000001564Z,-12.2822,-16.5514,27.5030
2024-03-24T01:16:29.999997988Z,-13.4242,-15.6664,28.0507
2024-03-24T01:17:30.000004470Z,-9.95492,-17.3007,27.9436
2024-03-24T01:18:30.000000894Z,-8.61453,-23.1358,26.1916
2024-03-24T01:19:29.999997317Z,-11.5620,-16.9574,28.9829
2024-03-24T01:20:30.000003799Z,-5.78781,-24.5348,24.3195
2024-03-24T01:21:30.000000223Z,-5.85626,-29.7535,17.6001
2024-03-24T01:22:29.999996647Z,-7.52538,-33.2582,5.63335
2024-03-24T01:23:30.000003129Z,0.658064,-28.1996,19.1364
2024-03-24T01:24:29.999999552Z,7.55796,-29.2752,14.3905
2024-03-24T01:25:29.999995976Z,12.3713,-29.7964,9.71063
2024-03-24T01:26:30.000002458Z,5.48833,-28.8948,15.7806
2024-03-24T01:27:29.999998882Z,6.94407,-30.5831,10.2972
2024-03-24T01:28:29.999995306Z,7.93273,-30.5207,10.6236
2024-03-24T01:29:30.000001788Z,6.43520,-29.6227,12.1870
2024-03-24T01:30:29.999998211Z,26.8785,1.42731,-11.7003
2024-03-24T01:31:30.000004693Z,28.9894,-4.19137,-7.55196
2024-03-24T01:32:30.000001117Z,27.6938,-2.41174,-10.8641
2024-03-24T01:33:29.999997541Z,23.8322,-3.98941,-15.8967
2024-03-24T01:34:30.000004023Z,18.8701,6.04971,-26.2463
2024-03-24T01:35:30.000000447Z,19.0184,9.96416,-25.4065
2024-03-24T01:36:29.999996870Z,22.3649,5.44994,-24.3166
2024-03-24T01:37:30.000003352Z,23.6135,5.37336,-22.6138
2024-03-24T01:38:29.999999776Z,25.5706,2.09893,-19.7738
2024-03-24T01:39:29.999996200Z,24.7282,6.46798,-19.5132
2024-03-24T01:40:30.000002682Z,24.6241,7.15789,-18.1764
2024-03-24T01:41:29.999999105Z,23.6419,6.56603,-19.1387
2024-03-24T01:42:29.999995529Z,22.7620,8.44488,-19.3315
2024-03-24T01:43:30.000002011Z,20.9254,12.2786,-19.3243
2024-03-24T01:44:29.999998435Z,23.7181,8.94468,-17.7183
2024-03-24T01:45:30.000004917Z,24.4806,9.49191,-15.9328
2024-03-24T01:46:30.000001341Z,22.3208,9.28838,-18.1814
2024-03-24T01:47:29.999997764Z,23.5662,10.8190,-14.7449
2024-03-24T01:48:30.000004246Z,23.8876,6.34597,-17.3531
2024-03-24T01:49:30.000000670Z,23.6176,2.98354,-18.8879
2024-03-24T01:50:29.999997094Z,24.0916,6.61398,-16.6358
2024-03-24T01:51:30.000003576Z,22.7359,9.72592,-16.9475
2024-03-24T01:52:30.000000000Z,22.1063,11.4395,-16.9490
2024-03-24T01:53:29.999996423Z,25.0943,7.55668,-15.9941
2024-03-24T01:54:30.000002905Z,24.2536,9.63395,-15.9634
2024-03-24T01:55:29.999999329Z,24.9787,8.28591,-16.3151
2024-03-24T01:56:29.999995753Z,24.2205,6.86379,-18.5526
2024-03-24T01:57:30.000002235Z,23.3180,6.61120,-19.0224
2024-03-24T01:58:29.999998658Z,26.4082,5.02914,-16.2490
2024-03-24T01:59:29.999995082Z,21.7843,19.7759,-0.485328
2024-03-24T02:00:30.000001564Z,23.1643,20.4771,-4.40368
2024-03-24T02:01:29.999997988Z,25.6203,16.9340,-6.22803
2024-03-24T02:02:30.000004470Z,28.4229,11.8028,-7.93070
2024-03-24T02:03:30.000000894Z,28.1514,13.3004,-8.57010
2024-03-24T02:04:29.999997317Z,27.8931,-4.75803,-14.2007
2024-03-24T02:05:30.000003799Z,26.5198,-0.820796,-17.6975
2024-03-24T02:06:30.000000223Z,28.8198,-5.13919,-7.41711
2024-03-24T02:07:29.999996647Z,30.4817,-4.78460,-9.09412
2024-03-24T02:08:30.000003129Z,31.6830,-4.29971,6.37580
2024-03-24T02:09:29.999999552Z,30.2029,-10.4558,2.53259
2024-03-24T02:10:29.999995976Z,25.9695,-16.7059,-4.39283
2024-03-24T02:11:30.000002458Z,9.71971,-0.180359,-4.27201
2024-03-24T02:12:29.999998882Z,-6.89070,11.2532,4.02841
2024-03-24T02:13:29.999995306Z,-10.8753,1.19641,-3.67450
2024-03-24T02:14:30.000001788Z,-10.9025,5.45415,11.3091
2024-03-24T02:15:29.999998211Z,-2.96996,2.08217,14.7021
2024-03-24T02:16:30.000004693Z,-5.86011,-1.83077,10.6471
2024-03-24T02:17:30.000001117Z,-15.6707,-9.21029,8.99207
2024-03-24T02:18:29.999997541Z,-23.9271,-5.82213,3.43081
2024-03-24T02:19:30.000004023Z,-24.3046,-0.726296,-4.06217
2024-03-24T02:20:30.000000447Z,-24.6934,-0.730530,2.06623
2024-03-24T02:21:29.999996870Z,-20.6837,-3.59388,7.80166
2024-03-24T02:22:30.000003352Z,-3.37814,5.07107,19.9441
2024-03-24T02:23:29.999999776Z,15.9864,5.10198,17.6420
2024-03-24T02:24:29.999996200Z,20.5991,12.0356,13.7709
2024-03-24T02:25:30.000002682Z,7.65960,1.27049,24.2794
2024-03-24T02:26:29.999999105Z,24.0886,0.570758,18.8388
2024-03-24T02:27:29.999995529Z,29.8258,-7.12892,-3.01903
2024-03-24T02:28:30.000002011Z,30.4540,6.36459,-14.7112
2024-03-24T02:29:29.999998435Z,29.2229,-12.6913,-13.7295
2024-03-24T02:30:30.000004917Z,34.0813,-9.17724,-7.43502
2024-03-24T02:31:30.000001341Z,12.2477,-3.97253,-6.07383
2024-03-24T02:32:29.999997764Z,6.97906,-1.24139,20.4056
2024-03-24T02:33:30.000004246Z,-5.02269,2.12158,24.9868
2024-03-24T02:34:30.000000670Z,19.3882,-5.82614,-3.53564
2024-03-24T02:35:29.999997094Z,10.9159,-19.4454,7.61695
2024-03-24T02:36:30.000003576Z,30.1445,-2.59500,1.53340
2024-03-24T02:37:30.000000000Z,30.3731,-5.81437,1.15629
2024-03-24T02:38:29.999996423Z,30.2672,-3.73858,-1.54693
2024-03-24T02:39:30.000002905Z,27.8194,-4.44873,-4.32402
2024-03-24T02:40:29.999999329Z,20.3523,-2.34946,-1.83324
2024-03-24T02:41:29.999995753Z,18.7762,-4.53277,-2.53784
2024-03-24T02:42:30.000002235Z,27.7607,-14.5100,2.73060
2024-03-24T02:43:29.999998658Z,27.4146,-16.1058,1.86241
2024-03-24T02:44:29.999995082Z,19.6831,-19.8809,-9.63389
2024-03-24T02:45:30.000001564Z,23.2877,-22.8325,6.90565
2024-03-24T02:46:29.999997988Z,16.8475,-22.6250,2.07123
2024-03-24T02:47:30.000004470Z,20.1671,-20.5553,8.73658
2024-03-24T02:48:30.000000894Z,23.1006,-12.4491,17.8654
2024-03-24T02:49:29.999997317Z,13.3700,-30.1505,1.31018
2024-03-24T02:50:30.000003799Z,26.4628,-22.8750,2.68247
2024-03-24T02:51:30.000000223Z,27.2279,-16.9645,14.1652
2024-03-24T02:52:29.999996647Z,26.6831,-23.8376,-3.83028
2024-03-24T02:53:30.000003129Z,28.3588,-21.5666,-7.96104
2024-03-24T02:54:29.999999552Z,28.9198,-22.6768,-4.59176
2024-03-24T02:55:29.999995976Z,22.7385,-27.5539,-11.2817
2024-03-24T02:56:30.000002458Z,25.1943,-28.3484,3.37323
2024-03-24T02:57:29.999998882Z,21.7820,-31.5412,-1.52277
2024-03-24T02:58:29.999995306Z,26.3413,-25.3610,-2.60085
2024-03-24T02:59:30.000001788Z,16.9092,-20.5732,28.2855
2024-03-24T03:00:29.999998211Z,23.0668,-31.3082,1.65928
2024-03-24T03:01:30.000004693Z,24.3036,-29.8979,-2.96796
2024-03-24T03:02:30.000001117Z,26.4612,-28.8449,-9.73008
2024-03-24T03:03:29.999997541Z,12.8030,-30.7668,-20.5697
2024-03-24T03:04:30.000004023Z,29.8962,-22.9444,-8.37986
2024-03-24T03:05:30.000000447Z,30.6378,-19.4690,11.8259
2024-03-24T03:06:29.999996870Z,34.7495,-16.1655,11.0654
2024-03-24T03:07:30.000003352Z,31.7099,-23.1580,-8.78072
2024-03-24T03:08:29.999999776Z,36.3340,-4.41222,-4.74993
2024-03-24T03:09:29.999996200Z,31.6102,0.671059,18.4853
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Sat Aug 30 08:14:26 2025
