#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         Solar Orbiter
#     SOURCE_NAME                     SOLO>Solar Orbiter
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     DATA_TYPE                       L2>Level 2 Calibrated Data
#     DESCRIPTOR                      MAG>Magnetometer
#     DATA_VERSION                    01
#     SOFTWARE_VERSION                2.26.1
#     SKELETON_VERSION                11
#     PI_NAME                         T. Horbury
#     PI_AFFILIATION                  The Blackett Laboratory, Imperial College London
#     TEXT                            Dual-sensor, triaxial fluxgate magnetometer
#                                     doi:10.1051/0004-6361/201937257
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Solar Orbiter
#     LOGICAL_SOURCE                  solo_L2_mag-rtn
#     LOGICAL_FILE_ID                 solo_L2_mag-rtn-normal-1-minute
#     LOGICAL_SOURCE_DESCRIPTION      Solar Orbiter Magnetometer L2 Data
#     RULES_OF_USE                    Publication quality. Take note of Quality Flag and refer to SOL-MAG-DPDD for                          
#                                      exceptions                                                                                            
#     GENERATED_BY                    The Blackett Laboratory, Imperial College London
#     GENERATION_DATE                 2024-07-11T10:15:42
#     MODS                            V01 2019/12/11 I. Carrasco: Initial release
#                                     V02 2019/12/18 I. Carrasco: Second release
#                                     V03 2020/03/17 H. O'Brien: Third release
#                                     V04 2020/03/27 V. Evans: Fourth release
#                                     V05 2020/03/30 V. Evans: Fifth release
#                                     V06 2020/03/31 V. Evans: Sixth release
#                                     V07 2020/05/01 V. Angelini: Seventh release
#                                     V08 2020/06/18 V. Angelini: Eighth release
#                                     V07 2020/07/27 V. Angelini: Ninth release
#                                     V10 2020/08/18 V. Angelini: Tenth release
#                                     V11 2020/09/11 V. Angelini: Eleventh release
#     LEVEL                           L2>Level 2 Calibrated Data
#     PARENTS                         Time-conversion (OBT to UTC): solo_ANC_soc-flown-mk_V111_20240324_001.tm
#                                     solo_CAL_mag-obs-burst-bitshift_V01.csv, solo_CAL_mag-ibs-burst-bitshift_V01.csv
#                                     solo_L0_mag-obs-burst-puc_20240323_V01.csv, solo_L0_mag-ibs-burst-puc_20240323_V01.csv
#                                     L1 filename: solo_L1_mag-obs-burst_20240323_V01.cdf, MAG Heater Cleaning: HeaterProfile_2024-03-31_V998.mat
#                                     Spacecraft Heater Cleaning: LCLProfile-20220117T111248.mat, L2 attitude transformation: solo_ANC_soc-flown-mk_V111_20240404_002.tm
#                                     solo_L2_mag-rtn-normal-1-minute-internal_20240323_V01.cdf
#     INSTRUMENT_NAME                 MAG
#     ACKNOWLEDGEMENT                 Solar Orbiter magnetometer data was provided by Imperial College Londonand supported                  
#                                      by the UK Space Agency                                                                                
#     LINK_TEXT                       Solar Orbiter MAG
#     LINK_TITLE                      Homepage
#                                     https://www.imperial.ac.uk/space-and-atmospheric-physics/research/missions-and-projects/space-missions
#     SOOP_TYPE                       NA
#     OBS_ID                          NA
#     DATA_PRODUCT                    RTN > Data in RTN coordinates
#     CDAWEB_PARENTS                  solo_l2_mag-rtn-normal-1-minute_00000000_v01
#                                     solo_l2_mag-rtn-normal-1-minute_20240323_v01, solo_l2_mag-rtn-normal-1-minute_20240324_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch encoded as Terrestrial Time on rotating Earth geoid, ns since J2000
#  2. Magnetic field vector in RTN coordinates
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,B_R_nT,B_T_nT,B_N_nT
2024-03-23T18:20:29.999997094Z,71.1459,-65.4743,34.7193
2024-03-23T18:21:30.000003576Z,70.0197,-66.8545,34.7005
2024-03-23T18:22:30.000000000Z,76.6281,-63.8685,25.0800
2024-03-23T18:23:29.999996423Z,77.9180,-64.0521,20.6931
2024-03-23T18:24:30.000002905Z,81.7928,-59.9078,17.8680
2024-03-23T18:25:29.999999329Z,90.3201,-42.6936,23.2528
2024-03-23T18:26:29.999995753Z,84.7704,-55.0922,15.8854
2024-03-23T18:27:30.000002235Z,88.1727,-50.4057,11.3799
2024-03-23T18:28:29.999998658Z,88.4446,-49.9045,12.0944
2024-03-23T18:29:29.999995082Z,81.9123,-59.5994,18.5961
2024-03-23T18:30:30.000001564Z,69.3886,-67.1388,34.9054
2024-03-23T18:31:29.999997988Z,73.3680,-64.1650,31.6534
2024-03-23T18:32:30.000004470Z,73.6613,-63.4748,30.8353
2024-03-23T18:33:30.000000894Z,73.3632,-64.0315,30.1449
2024-03-23T18:34:29.999997317Z,71.7862,-63.4684,34.5184
2024-03-23T18:35:30.000003799Z,72.1578,-62.3007,36.6591
2024-03-23T18:36:30.000000223Z,72.2620,-61.1725,37.7878
2024-03-23T18:37:29.999996647Z,65.6536,-66.1895,41.8289
2024-03-23T18:38:30.000003129Z,64.1202,-62.2104,48.8090
2024-03-23T18:39:29.999999552Z,64.0545,-65.7811,44.2331
2024-03-23T18:40:29.999995976Z,65.0488,-61.3456,48.3305
2024-03-23T18:41:30.000002458Z,59.9981,-61.5887,53.7333
2024-03-23T18:42:29.999998882Z,73.6998,-55.6894,40.7033
2024-03-23T18:43:29.999995306Z,76.9234,-53.2964,36.2985
2024-03-23T18:44:30.000001788Z,85.9560,-48.2370,17.9804
2024-03-23T18:45:29.999998211Z,70.9986,-58.1717,39.1916
2024-03-23T18:46:30.000004693Z,55.2903,-58.0619,59.3172
2024-03-23T18:47:30.000001117Z,54.4013,-60.4564,57.4551
2024-03-23T18:48:29.999997541Z,57.9468,-59.0914,54.9422
2024-03-23T18:49:30.000004023Z,58.4156,-57.6343,55.1934
2024-03-23T18:50:30.000000447Z,61.6496,-56.7577,52.4874
2024-03-23T18:51:29.999996870Z,61.6119,-58.2202,50.7860
2024-03-23T18:52:30.000003352Z,68.6922,-54.9420,44.2163
2024-03-23T18:53:29.999999776Z,71.3250,-54.8228,39.3782
2024-03-23T18:54:29.999996200Z,66.3074,-55.9672,45.6409
2024-03-23T18:55:30.000002682Z,67.5423,-55.0281,44.0661
2024-03-23T18:56:29.999999105Z,71.7016,-46.1245,47.5120
2024-03-23T18:57:29.999995529Z,67.0983,-53.1313,46.6088
2024-03-23T18:58:30.000002011Z,69.9443,-52.6226,42.8896
2024-03-23T18:59:29.999998435Z,73.1253,-51.7109,37.5955
2024-03-23T19:00:30.000004917Z,76.6580,-51.1060,28.6094
2024-03-23T19:01:30.000001341Z,75.4720,-52.4716,27.9185
2024-03-23T19:02:29.999997764Z,75.2555,-51.9937,29.2969
2024-03-23T19:03:30.000004246Z,69.0764,-50.3742,37.8020
2024-03-23T19:04:30.000000670Z,55.0117,-33.2632,68.3070
2024-03-23T19:05:29.999997094Z,55.9446,-35.5369,63.3446
2024-03-23T19:06:30.000003576Z,56.2604,-36.4319,58.2326
2024-03-23T19:07:30.000000000Z,59.4494,-33.9313,56.6744
2024-03-23T19:08:29.999996423Z,59.0211,-36.4491,54.6495
2024-03-23T19:09:30.000002905Z,60.5990,-35.2280,50.9786
2024-03-23T19:10:29.999999329Z,59.3156,-31.4624,55.2085
2024-03-23T19:11:29.999995753Z,55.9908,-33.1136,55.2150
2024-03-23T19:12:30.000002235Z,57.5541,-34.9512,51.8516
2024-03-23T19:13:29.999998658Z,56.8485,-40.6808,49.6568
2024-03-23T19:14:29.999995082Z,55.5321,-42.1981,50.1450
2024-03-23T19:15:30.000001564Z,41.7968,-34.3775,68.5789
2024-03-23T19:16:29.999997988Z,43.7157,-29.2440,71.1254
2024-03-23T19:17:30.000004470Z,41.0079,-25.0078,73.0270
2024-03-23T19:18:30.000000894Z,35.1034,-20.0586,75.9487
2024-03-23T19:19:29.999997317Z,27.8870,-20.0436,78.9516
2024-03-23T19:20:30.000003799Z,36.1468,-21.5341,74.4965
2024-03-23T19:21:30.000000223Z,41.0532,-30.1030,67.3633
2024-03-23T19:22:29.999996647Z,40.5651,-27.7998,68.3234
2024-03-23T19:23:30.000003129Z,40.1403,-27.8988,68.1994
2024-03-23T19:24:29.999999552Z,36.9307,-22.9271,68.5484
2024-03-23T19:25:29.999995976Z,35.7137,-19.9885,70.4919
2024-03-23T19:26:30.000002458Z,33.2672,-17.6696,71.9152
2024-03-23T19:27:29.999998882Z,30.7176,-12.1628,74.5718
2024-03-23T19:28:29.999995306Z,24.6453,-8.15176,76.9185
2024-03-23T19:29:30.000001788Z,19.1406,-8.29786,78.6331
2024-03-23T19:30:29.999998211Z,21.0560,-10.5909,77.2542
2024-03-23T19:31:30.000004693Z,30.7732,-15.3335,71.8721
2024-03-23T19:32:30.000001117Z,27.3834,-20.5292,72.6636
2024-03-23T19:33:29.999997541Z,38.6537,-38.4131,58.3883
2024-03-23T19:34:30.000004023Z,-12.7254,8.09587,75.6220
2024-03-23T19:35:30.000000447Z,2.37248,-6.80090,78.4453
2024-03-23T19:36:29.999996870Z,-7.69594,-0.0692633,77.9446
2024-03-23T19:37:30.000003352Z,0.260240,-6.57979,77.2024
2024-03-23T19:38:29.999999776Z,6.75809,-13.0479,76.2333
2024-03-23T19:39:29.999996200Z,11.4567,-10.8646,74.1738
2024-03-23T19:40:30.000002682Z,9.72087,-9.94503,75.3585
2024-03-23T19:41:29.999999105Z,4.20070,0.379254,74.9763
2024-03-23T19:42:29.999995529Z,7.03664,-1.69691,74.7387
2024-03-23T19:43:30.000002011Z,4.27345,-0.273637,75.1596
2024-03-23T19:44:29.999998435Z,2.26533,3.86237,74.6654
2024-03-23T19:45:30.000004917Z,7.12691,1.66862,73.5817
2024-03-23T19:46:30.000001341Z,5.11488,1.56822,72.6747
2024-03-23T19:47:29.999997764Z,10.7147,-6.68399,72.0114
2024-03-23T19:48:30.000004246Z,13.7378,-3.62242,71.9212
2024-03-23T19:49:30.000000670Z,36.6001,-32.8097,49.9551
2024-03-23T19:50:29.999997094Z,33.3678,-34.3663,51.0944
2024-03-23T19:51:30.000003576Z,33.6901,-24.5061,55.8395
2024-03-23T19:52:30.000000000Z,32.1128,-26.2184,54.6597
2024-03-23T19:53:29.999996423Z,24.2123,-15.9969,61.4452
2024-03-23T19:54:30.000002905Z,35.1703,-28.8942,51.8940
2024-03-23T19:55:29.999999329Z,37.3657,-29.0704,47.9925
2024-03-23T19:56:29.999995753Z,41.0735,-27.5252,45.7634
2024-03-23T19:57:30.000002235Z,39.7516,-23.6508,47.0536
2024-03-23T19:58:29.999998658Z,37.2972,-24.0861,48.5712
2024-03-23T19:59:29.999995082Z,35.9949,-27.5115,44.3956
2024-03-23T20:00:30.000001564Z,33.0563,-25.3236,46.3396
2024-03-23T20:01:29.999997988Z,27.3838,-26.8029,49.8223
2024-03-23T20:02:30.000004470Z,34.2791,-24.1986,43.1236
2024-03-23T20:03:30.000000894Z,41.4442,-24.6026,34.1661
2024-03-23T20:04:29.999997317Z,44.5032,-25.3783,20.7516
2024-03-23T20:05:30.000003799Z,43.6573,-16.6109,25.9494
2024-03-23T20:06:30.000000223Z,47.1841,-18.8734,21.6258
2024-03-23T20:07:29.999996647Z,49.2580,-11.4688,19.7901
2024-03-23T20:08:30.000003129Z,45.0925,-13.3854,20.6159
2024-03-23T20:09:29.999999552Z,39.5267,-7.49212,29.6055
2024-03-23T20:10:29.999995976Z,30.2610,-19.1732,38.5058
2024-03-23T20:11:30.000002458Z,24.6367,-17.6483,40.0771
2024-03-23T20:12:29.999998882Z,32.7176,-2.30703,43.5788
2024-03-23T20:13:29.999995306Z,40.6234,2.88874,35.3919
2024-03-23T20:14:30.000001788Z,40.0208,-12.0680,36.4509
2024-03-23T20:15:29.999998211Z,27.2759,-26.8182,43.8704
2024-03-23T20:16:30.000004693Z,18.7778,-31.2982,44.4814
2024-03-23T20:17:30.000001117Z,18.0296,-44.6231,30.9480
2024-03-23T20:18:29.999997541Z,28.2932,-39.5517,32.6756
2024-03-23T20:19:30.000004023Z,20.3032,-41.1878,30.6866
2024-03-23T20:20:30.000000447Z,10.3669,-51.4735,22.5518
2024-03-23T20:21:29.999996870Z,5.48335,-43.3176,34.3016
2024-03-23T20:22:30.000003352Z,11.7956,-40.4445,33.7792
2024-03-23T20:23:29.999999776Z,15.8131,-40.9057,33.1032
2024-03-23T20:24:29.999996200Z,19.6897,-41.1295,33.4202
2024-03-23T20:25:30.000002682Z,20.0648,-41.6525,29.3884
2024-03-23T20:26:29.999999105Z,24.8292,-40.0980,27.7402
2024-03-23T20:27:29.999995529Z,11.0703,-41.4417,39.9791
2024-03-23T20:28:30.000002011Z,17.0908,-34.4197,44.6160
2024-03-23T20:29:29.999998435Z,13.0046,-27.9840,45.1717
2024-03-23T20:30:30.000004917Z,16.3789,-37.1956,36.5631
2024-03-23T20:31:30.000001341Z,19.5139,-32.2479,39.7846
2024-03-23T20:32:29.999997764Z,22.1700,-32.2221,43.5654
2024-03-23T20:33:30.000004246Z,1.19205,-23.0742,49.1746
2024-03-23T20:34:30.000000670Z,11.8941,-32.9974,43.8407
2024-03-23T20:35:29.999997094Z,26.9075,-33.9982,22.5008
2024-03-23T20:36:30.000003576Z,27.9829,-32.7127,20.7712
2024-03-23T20:37:29.999999999Z,13.6861,-27.5111,32.4339
2024-03-23T20:38:29.999996423Z,23.1955,-32.5721,31.4337
2024-03-23T20:39:30.000002905Z,28.2589,-29.2315,32.4239
2024-03-23T20:40:29.999999329Z,29.6215,-29.0162,33.7400
2024-03-23T20:41:29.999995753Z,11.0698,-39.5047,36.7755
2024-03-23T20:42:30.000002235Z,31.4327,-31.0772,36.0088
2024-03-23T20:43:29.999998658Z,30.5860,-29.7094,38.3924
2024-03-23T20:44:29.999995082Z,19.3167,-31.4709,35.5237
2024-03-23T20:45:30.000001564Z,36.8368,-20.4700,28.3828
2024-03-23T20:46:29.999997988Z,31.0619,-23.5184,32.5585
2024-03-23T20:47:30.000004470Z,29.1814,-28.8557,30.7112
2024-03-23T20:48:30.000000894Z,49.5625,-17.9328,20.7451
2024-03-23T20:49:29.999997317Z,40.2710,-24.0344,27.7721
2024-03-23T20:50:30.000003799Z,36.1479,-25.5441,29.7630
2024-03-23T20:51:30.000000223Z,22.2880,-27.2980,36.9062
2024-03-23T20:52:29.999996647Z,16.0028,-24.9948,41.9270
2024-03-23T20:53:30.000003129Z,19.7620,-23.6820,39.3505
2024-03-23T20:54:29.999999552Z,18.1107,-16.0395,46.5135
2024-03-23T20:55:29.999995976Z,21.5673,-21.8842,45.3808
2024-03-23T20:56:30.000002458Z,21.6247,-23.1067,44.2633
2024-03-23T20:57:29.999998882Z,22.8944,-22.5394,43.8012
2024-03-23T20:58:29.999995306Z,21.9702,-23.2381,41.3900
2024-03-23T20:59:30.000001788Z,21.7888,-31.5530,33.2092
2024-03-23T21:00:29.999998211Z,28.2895,-31.3617,31.3369
2024-03-23T21:01:30.000004693Z,29.6894,-27.4654,33.7794
2024-03-23T21:02:30.000001117Z,22.4650,-32.0516,33.0875
2024-03-23T21:03:29.999997541Z,18.5940,-32.8616,34.8770
2024-03-23T21:04:30.000004023Z,23.8656,-33.2391,31.4790
2024-03-23T21:05:30.000000447Z,23.6255,-29.0938,34.4447
2024-03-23T21:06:29.999996870Z,17.9405,-32.4139,36.7829
2024-03-23T21:07:30.000003352Z,23.5029,-29.5815,35.5430
2024-03-23T21:08:29.999999776Z,29.2625,-29.7655,31.1670
2024-03-23T21:09:29.999996200Z,31.7624,-28.1929,31.2511
2024-03-23T21:10:30.000002682Z,32.0407,-29.9622,29.5705
2024-03-23T21:11:29.999999105Z,17.5055,-20.2425,40.7358
2024-03-23T21:12:29.999995529Z,27.0637,-27.1587,33.2581
2024-03-23T21:13:30.000002011Z,25.6071,-26.5432,35.6659
2024-03-23T21:14:29.999998435Z,21.7473,-27.6087,38.2091
2024-03-23T21:15:30.000004917Z,25.3428,-28.3758,35.5428
2024-03-23T21:16:30.000001341Z,17.4935,-24.6653,40.5720
2024-03-23T21:17:29.999997764Z,19.8504,-28.6178,37.5939
2024-03-23T21:18:30.000004246Z,18.9692,-29.4722,37.1654
2024-03-23T21:19:30.000000670Z,16.3963,-30.2634,38.0309
2024-03-23T21:20:29.999997094Z,23.0825,-27.7444,36.1305
2024-03-23T21:21:30.000003576Z,21.9013,-31.3141,32.9176
2024-03-23T21:22:30.000000000Z,23.5894,-30.2951,32.1687
2024-03-23T21:23:29.999996423Z,28.2292,-25.9048,33.6851
2024-03-23T21:24:30.000002905Z,29.5119,-26.0976,33.4042
2024-03-23T21:25:29.999999329Z,32.9759,-20.3259,32.6402
2024-03-23T21:26:29.999995753Z,31.7652,-22.0104,32.2926
2024-03-23T21:27:30.000002235Z,29.8382,-22.3639,33.1946
2024-03-23T21:28:29.999998658Z,29.6655,-23.4463,32.7549
2024-03-23T21:29:29.999995082Z,29.9301,-21.9907,32.7354
2024-03-23T21:30:30.000001564Z,28.7260,-24.9056,32.3615
2024-03-23T21:31:29.999997988Z,27.0243,-22.2347,35.8543
2024-03-23T21:32:30.000004470Z,32.4163,-22.2480,30.7107
2024-03-23T21:33:30.000000894Z,30.3187,-25.9850,29.9246
2024-03-23T21:34:29.999997317Z,29.7513,-26.9187,29.7532
2024-03-23T21:35:30.000003799Z,32.0694,-26.4680,27.9821
2024-03-23T21:36:30.000000223Z,33.5177,-25.9385,26.4237
2024-03-23T21:37:29.999996647Z,32.3812,-28.3316,25.8716
2024-03-23T21:38:30.000003129Z,33.4256,-27.3766,24.9642
2024-03-23T21:39:29.999999552Z,24.7313,-25.6379,34.7397
2024-03-23T21:40:29.999995976Z,20.8883,-19.5540,39.3374
2024-03-23T21:41:30.000002458Z,32.3661,-25.4362,22.7528
2024-03-23T21:42:29.999998882Z,33.4699,-24.8252,20.0039
2024-03-23T21:43:29.999995306Z,32.9694,-23.4118,25.8564
2024-03-23T21:44:30.000001788Z,31.4495,-29.3983,21.5364
2024-03-23T21:45:29.999998211Z,33.5188,-23.2735,26.1859
2024-03-23T21:46:30.000004693Z,28.7077,-25.9674,29.2181
2024-03-23T21:47:30.000001117Z,27.7206,-26.2071,29.5295
2024-03-23T21:48:29.999997541Z,29.7562,-24.3151,29.5122
2024-03-23T21:49:30.000004023Z,29.7956,-24.0476,28.3833
2024-03-23T21:50:30.000000447Z,30.6903,-25.5769,25.8758
2024-03-23T21:51:29.999996870Z,31.7567,-22.4092,26.9699
2024-03-23T21:52:30.000003352Z,33.6823,-20.6083,27.1729
2024-03-23T21:53:29.999999776Z,32.2457,-21.8456,29.0713
2024-03-23T21:54:29.999996200Z,29.8826,-24.4542,29.1736
2024-03-23T21:55:30.000002682Z,33.2154,-19.4825,29.3457
2024-03-23T21:56:29.999999105Z,36.4421,-22.7703,22.6824
2024-03-23T21:57:29.999995529Z,34.9117,-19.3149,27.0485
2024-03-23T21:58:30.000002011Z,33.7920,-17.9096,29.0005
2024-03-23T21:59:29.999998435Z,35.7737,-18.6576,25.7368
2024-03-23T22:00:30.000004917Z,35.1221,-16.5241,28.0085
2024-03-23T22:01:30.000001341Z,37.4637,-19.6246,21.9170
2024-03-23T22:02:29.999997764Z,35.3572,-19.6680,24.1374
2024-03-23T22:03:30.000004246Z,38.7331,-15.8170,22.2181
2024-03-23T22:04:30.000000670Z,39.2385,-21.3674,16.1398
2024-03-23T22:05:29.999997094Z,41.5998,-18.2207,13.9478
2024-03-23T22:06:30.000003576Z,40.7285,-19.3053,14.8480
2024-03-23T22:07:30.000000000Z,39.1881,-20.8651,15.4308
2024-03-23T22:08:29.999996423Z,34.7342,-20.1629,23.9593
2024-03-23T22:09:30.000002905Z,39.3735,-19.5800,16.7562
2024-03-23T22:10:29.999999329Z,37.8355,-22.5656,16.4498
2024-03-23T22:11:29.999995753Z,39.6579,-20.4512,14.7789
2024-03-23T22:12:30.000002235Z,41.2779,-14.2240,16.9254
2024-03-23T22:13:29.999998658Z,38.2295,-21.1842,16.2807
2024-03-23T22:14:29.999995082Z,38.6610,-20.7675,14.6797
2024-03-23T22:15:30.000001564Z,38.7715,-23.1885,9.00611
2024-03-23T22:16:29.999997988Z,34.5541,-20.4016,21.5810
2024-03-23T22:17:30.000004470Z,36.1891,-22.7565,14.6941
2024-03-23T22:18:30.000000894Z,37.5198,-19.7267,17.6118
2024-03-23T22:19:29.999997317Z,40.4121,-20.5772,5.57660
2024-03-23T22:20:30.000003799Z,33.2091,-23.6804,20.8291
2024-03-23T22:21:30.000000223Z,39.5340,-22.0311,11.5329
2024-03-23T22:22:29.999996647Z,39.9310,-21.1034,12.0136
2024-03-23T22:23:30.000003129Z,36.8324,-24.3561,17.2705
2024-03-23T22:24:29.999999552Z,32.7313,-24.7298,24.1854
2024-03-23T22:25:29.999995976Z,24.9790,-24.6173,30.3533
2024-03-23T22:26:30.000002458Z,33.3730,-24.4604,19.7870
2024-03-23T22:27:29.999998882Z,31.0552,-23.9910,23.0466
2024-03-23T22:28:29.999995306Z,31.7111,-23.9281,22.9440
2024-03-23T22:29:30.000001788Z,32.0376,-24.0240,23.8516
2024-03-23T22:30:29.999998211Z,29.4513,-23.9915,25.7816
2024-03-23T22:31:30.000004693Z,28.0763,-21.9053,28.2223
2024-03-23T22:32:30.000001117Z,29.6120,-24.8865,24.9313
2024-03-23T22:33:29.999997541Z,27.6769,-23.6616,29.1581
2024-03-23T22:34:30.000004023Z,30.6993,-24.8100,24.1694
2024-03-23T22:35:30.000000447Z,29.7174,-20.0654,27.7271
2024-03-23T22:36:29.999996870Z,28.5298,-23.0166,27.7679
2024-03-23T22:37:30.000003352Z,28.4221,-25.3224,27.1562
2024-03-23T22:38:29.999999776Z,31.2449,-24.8529,25.5220
2024-03-23T22:39:29.999996200Z,32.9802,-26.5863,20.7163
2024-03-23T22:40:30.000002682Z,35.3856,-24.2027,16.0844
2024-03-23T22:41:29.999999105Z,24.1339,-24.5676,27.8263
2024-03-23T22:42:29.999995529Z,16.0793,-23.7003,32.3970
2024-03-23T22:43:30.000002011Z,16.1536,-22.3574,32.9591
2024-03-23T22:44:29.999998435Z,23.4997,-24.5123,26.6466
2024-03-23T22:45:30.000004917Z,18.8961,-24.4427,31.7611
2024-03-23T22:46:30.000001341Z,17.8077,-25.8837,30.8747
2024-03-23T22:47:29.999997764Z,20.5868,-24.1740,29.0887
2024-03-23T22:48:30.000004246Z,22.9932,-29.3581,21.5188
2024-03-23T22:49:30.000000670Z,21.3871,-26.3122,26.9843
2024-03-23T22:50:29.999997094Z,19.1811,-25.5504,29.6304
2024-03-23T22:51:30.000003576Z,17.8402,-25.3392,30.2542
2024-03-23T22:52:30.000000000Z,20.8078,-24.8408,28.9428
2024-03-23T22:53:29.999996423Z,18.9381,-25.2076,30.0107
2024-03-23T22:54:30.000002905Z,21.8528,-26.3881,27.1536
2024-03-23T22:55:29.999999329Z,20.3954,-26.3714,28.8950
2024-03-23T22:56:29.999995753Z,20.5346,-25.6115,29.9597
2024-03-23T22:57:30.000002235Z,18.0326,-24.8108,32.7135
2024-03-23T22:58:29.999998658Z,16.2909,-25.4217,34.3177
2024-03-23T22:59:29.999995082Z,17.3108,-25.3325,33.5173
2024-03-23T23:00:30.000001564Z,18.4409,-27.2582,33.1077
2024-03-23T23:01:29.999997988Z,21.8935,-29.2568,29.3375
2024-03-23T23:02:30.000004470Z,20.8752,-29.2394,30.5550
2024-03-23T23:03:30.000000894Z,16.6411,-31.7977,30.1186
2024-03-23T23:04:29.999997317Z,19.9657,-30.4344,30.4731
2024-03-23T23:05:30.000003799Z,17.2930,-17.4769,40.8183
2024-03-23T23:06:30.000000223Z,21.2908,-20.6356,37.7805
2024-03-23T23:07:29.999996647Z,21.2531,-22.8920,36.9049
2024-03-23T23:08:30.000003129Z,25.2315,-24.5064,32.6614
2024-03-23T23:09:29.999999552Z,25.9475,-34.6750,23.3851
2024-03-23T23:10:29.999995976Z,24.9940,-31.9736,28.1058
2024-03-23T23:11:30.000002458Z,26.2422,-34.1364,25.0909
2024-03-23T23:12:29.999998882Z,23.3453,-31.4272,29.5039
2024-03-23T23:13:29.999995306Z,22.8743,-27.5332,33.5331
2024-03-23T23:14:30.000001788Z,24.6328,-32.4711,29.2589
2024-03-23T23:15:29.999998211Z,17.6121,-40.1003,24.3839
2024-03-23T23:16:30.000004693Z,26.5321,-27.9506,31.0813
2024-03-23T23:17:30.000001117Z,27.4810,-30.2904,29.1329
2024-03-23T23:18:29.999997541Z,26.5867,-30.8153,29.6888
2024-03-23T23:19:30.000004023Z,27.3580,-31.1899,27.8500
2024-03-23T23:20:30.000000447Z,28.0736,-32.0805,26.9777
2024-03-23T23:21:29.999996870Z,29.5031,-30.6730,26.6430
2024-03-23T23:22:30.000003352Z,29.6031,-30.4168,27.0767
2024-03-23T23:23:29.999999776Z,29.0298,-29.8116,27.8011
2024-03-23T23:24:29.999996200Z,26.6597,-30.1438,29.3140
2024-03-23T23:25:30.000002682Z,25.9703,-29.0600,30.7951
2024-03-23T23:26:29.999999105Z,27.3560,-35.7209,22.5329
2024-03-23T23:27:29.999995529Z,24.1291,-37.2528,25.0353
2024-03-23T23:28:30.000002011Z,24.2248,-31.5050,31.4199
2024-03-23T23:29:29.999998435Z,26.0465,-37.6482,21.2473
2024-03-23T23:30:30.000004917Z,25.8638,-37.4450,20.9391
2024-03-23T23:31:30.000001341Z,28.9755,-36.5591,18.6615
2024-03-23T23:32:29.999997764Z,19.6158,-38.2296,26.4191
2024-03-23T23:33:30.000004246Z,16.0553,-33.2334,33.9287
2024-03-23T23:34:30.000000670Z,20.0781,-37.3914,25.8386
2024-03-23T23:35:29.999997094Z,25.2094,-34.4611,24.5707
2024-03-23T23:36:30.000003576Z,23.2380,-35.3292,24.9086
2024-03-23T23:37:29.999999999Z,27.7047,-33.1961,23.3431
2024-03-23T23:38:29.999996423Z,23.0414,-34.5382,25.7601
2024-03-23T23:39:30.000002905Z,18.0486,-37.6596,23.3571
2024-03-23T23:40:29.999999329Z,25.4428,-34.1389,21.9801
2024-03-23T23:41:29.999995753Z,29.8510,-33.1183,15.7813
2024-03-23T23:42:30.000002235Z,25.0894,-33.8410,20.2429
2024-03-23T23:43:29.999998658Z,20.6643,-34.1014,24.3864
2024-03-23T23:44:29.999995082Z,27.3998,-33.3141,16.1257
2024-03-23T23:45:30.000001564Z,25.7854,-35.1667,14.4028
2024-03-23T23:46:29.999997988Z,24.8377,-34.6301,15.7068
2024-03-23T23:47:30.000004470Z,29.4875,-31.7714,13.2114
2024-03-23T23:48:30.000000894Z,37.4410,-24.4843,7.61901
2024-03-23T23:49:29.999997317Z,33.1031,-26.5899,14.6297
2024-03-23T23:50:30.000003799Z,23.4687,-33.5132,19.0889
2024-03-23T23:51:30.000000223Z,24.2783,-35.7654,13.4361
2024-03-23T23:52:29.999996647Z,21.6932,-31.6448,21.8209
2024-03-23T23:53:30.000003129Z,26.8858,-34.4364,7.03813
2024-03-23T23:54:29.999999552Z,20.6097,-33.4052,19.8858
2024-03-23T23:55:29.999995976Z,21.1561,-33.1279,18.3437
2024-03-23T23:56:30.000002458Z,22.1143,-34.0940,14.9929
2024-03-23T23:57:29.999998882Z,22.6356,-29.5534,21.4127
2024-03-23T23:58:29.999995306Z,21.9242,-29.5238,20.7578
2024-03-23T23:59:30.000001788Z,19.8764,-31.4895,20.8846
2024-03-24T00:00:29.999998211Z,18.4911,-29.0731,23.6147
2024-03-24T00:01:30.000004693Z,15.2472,-34.2706,18.7558
2024-03-24T00:02:30.000001117Z,16.9006,-33.7760,17.5758
2024-03-24T00:03:29.999997541Z,19.5381,-37.1043,3.27452
2024-03-24T00:04:30.000004023Z,26.6098,-32.2822,9.11985
2024-03-24T00:05:30.000000447Z,18.7008,-26.0442,26.5508
2024-03-24T00:06:29.999996870Z,20.0012,-36.1839,7.38240
2024-03-24T00:07:30.000003352Z,25.2561,-32.8838,6.93945
2024-03-24T00:08:29.999999776Z,23.0840,-33.7480,8.14531
