#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         STP>Solar-Terrestrial Physics
#     SOURCE_NAME                     SOLO>Solar Orbiter
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#     DATA_TYPE                       L2>Level 2 Calibrated Data
#     DESCRIPTOR                      SWA-PAS>Solar Wind Analyser / Proton-Alpha Sensor
#     DATA_VERSION                    02
#     PI_NAME                         C.J. Owen
#     PI_AFFILIATION                  MSSL-UCL, University College London, UK
#     TEXT                            Moments computed from the Proton part of ion distribution function measured                           
#                                      by PAS                                                                                                
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Solar Orbiter
#     LOGICAL_SOURCE                  solo_L2_swa-pas-grnd-mom
#     LOGICAL_FILE_ID                 solo_L2_swa-pas-grnd-mom_20200707_V02
#     LOGICAL_SOURCE_DESCRIPTION      Solar Orbiter Level 2 Ground Calculated Moments Data from Solar Wind Analyser                         
#                                      (SWA) Proton-Alpha Sensor (PAS)                                                                       
#     RULES_OF_USE                    Consult with MSSL-UCL before using
#     GENERATED_BY                    IRAP - Toulouse
#     GENERATION_DATE                 2024-04-21T20:46:24
#     MODS                            2020/10/26 - A. Fedorov, A. Barthe - Initial version
#     SOFTWARE_VERSION                pas_process_9_1 - 2021/12/02
#     CALIBRATION_VERSION             solo_CAL_catalog_20211108_V83.txt
#     PARENTS                         solo_L1_swa-pas-3d_20240323_V01.cdf
#                                     solo_ANC_soc-flown-mk_V111_20240417_002.tm
#     CDAWEB_PARENTS                  solo_l2_swa-pas-grnd-mom_00000000_v01
#                                     solo_l2_swa-pas-grnd-mom_20240323_v02, solo_l2_swa-pas-grnd-mom_20240324_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch encoded as Terrestrial Time on rotating Earth geoid, ns since J2000
#  2. Velocity in RTN frame
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,VR_RTN_km/s,VT_RTN_km/s,VN_RTN_km/s
2024-03-23T12:32:04.269622000Z,438.715,-21.6997,-17.5409
2024-03-23T12:32:08.269629000Z,438.737,-22.4894,-19.5537
2024-03-23T12:32:10.269633000Z,440.267,-29.1830,-27.4119
2024-03-23T12:32:12.269636000Z,437.105,-39.5033,-26.7326
2024-03-23T12:32:14.269640000Z,437.536,-45.1603,-29.6611
2024-03-23T12:32:16.269644000Z,436.461,-38.3634,-27.5997
2024-03-23T12:32:18.269647000Z,436.056,-32.5092,-22.3807
2024-03-23T12:32:20.269651000Z,441.648,-17.7783,-1.27997
2024-03-23T12:32:22.269655000Z,444.683,-15.1686,0.754794
2024-03-23T12:32:24.269658000Z,427.327,-25.1130,-13.1501
2024-03-23T12:32:26.269662000Z,438.962,-20.5927,-8.18123
2024-03-23T12:32:28.269666000Z,440.552,-27.5603,-21.2214
2024-03-23T12:32:30.269670000Z,440.523,-33.3856,-20.7646
2024-03-23T12:32:32.269673000Z,438.773,-30.4270,-16.3653
2024-03-23T12:32:34.269677000Z,426.671,-34.4801,-11.7011
2024-03-23T12:32:36.269681000Z,440.888,-29.4597,-17.1385
2024-03-23T12:32:38.269684000Z,444.863,-17.6089,-3.02422
2024-03-23T12:32:40.269688000Z,448.175,-12.0422,-1.30982
2024-03-23T12:32:42.269692000Z,448.427,-15.2217,11.0546
2024-03-23T12:32:44.269695000Z,446.967,-17.3754,11.6549
2024-03-23T12:32:46.269699000Z,428.457,-30.2010,10.0206
2024-03-23T12:32:48.269703000Z,435.702,-36.4467,7.23224
2024-03-23T12:32:50.269706000Z,436.527,-49.1210,9.45804
2024-03-23T12:32:52.269710000Z,426.001,-36.3823,5.36063
2024-03-23T12:32:54.269714000Z,436.046,-74.4419,5.76155
2024-03-23T12:32:56.269718000Z,433.056,-59.0562,-5.35807
2024-03-23T12:32:58.269721000Z,439.170,-86.3837,0.115496
2024-03-23T12:33:00.269725000Z,443.117,-98.6781,-21.7756
2024-03-23T12:33:02.269729000Z,443.271,-99.6954,-20.7541
2024-03-23T12:33:04.269732000Z,446.398,-106.176,-21.8304
2024-03-23T12:33:06.269736000Z,445.675,-102.535,-17.3277
2024-03-23T12:33:08.269740000Z,465.181,-98.5993,-60.6642
2024-03-23T12:33:10.269743000Z,435.110,-70.4422,-10.5203
2024-03-23T12:33:12.269747000Z,440.178,-22.7671,-0.783644
2024-03-23T12:33:14.269751000Z,446.385,-11.5599,-1.26418
2024-03-23T12:33:16.269754000Z,443.284,-18.9226,-3.05435
2024-03-23T12:33:18.269758000Z,450.334,-10.0598,7.55216
2024-03-23T12:33:20.269762000Z,458.018,-6.27133,13.7349
2024-03-23T12:33:22.269766000Z,461.105,3.35513,10.4186
2024-03-23T12:33:24.269769000Z,454.795,1.85776,1.46119
2024-03-23T12:33:26.269773000Z,466.804,9.38153,13.6454
2024-03-23T12:33:28.269777000Z,457.788,1.77387,3.36170
2024-03-23T12:33:30.269780000Z,454.857,3.22151,0.367636
2024-03-23T12:33:32.269784000Z,445.778,-8.91735,4.50523
2024-03-23T12:33:34.269788000Z,450.333,-1.88657,1.43255
2024-03-23T12:33:36.269791000Z,453.634,-5.82520,14.1770
2024-03-23T12:33:38.269795000Z,450.618,-5.84975,6.14311
2024-03-23T12:33:44.269806000Z,453.401,-6.39394,-8.37931
2024-03-23T12:33:48.269814000Z,452.733,-4.28949,-3.80425
2024-03-23T12:33:50.269817000Z,450.909,-6.30591,2.87003
2024-03-23T12:33:52.269821000Z,447.082,-8.41813,-11.4054
2024-03-23T12:33:54.269825000Z,449.916,-7.43351,-11.9757
2024-03-23T12:33:56.269828000Z,447.624,-7.82316,-8.86448
2024-03-23T12:33:58.269832000Z,445.402,-16.1884,-3.17432
2024-03-23T12:34:00.269836000Z,438.978,-26.8647,-15.8065
2024-03-23T12:34:02.269839000Z,437.047,-29.3389,-19.4125
2024-03-23T12:34:04.269843000Z,438.129,-21.2187,-9.33827
2024-03-23T12:34:06.269847000Z,440.441,-16.0696,-12.6984
2024-03-23T12:34:08.269851000Z,442.692,-14.8785,-14.5338
2024-03-23T12:34:10.269854000Z,437.737,-25.7516,-3.49706
2024-03-23T12:34:12.269858000Z,433.675,-39.1891,-10.9344
2024-03-23T12:34:14.269862000Z,434.620,-33.6371,-19.7072
2024-03-23T12:34:16.269865000Z,443.917,-11.1851,-4.96994
2024-03-23T12:34:18.269869000Z,419.532,-23.9807,-16.1381
2024-03-23T12:34:20.269873000Z,437.912,-20.6801,-15.4174
2024-03-23T12:34:22.269876000Z,438.695,-19.2156,-13.7089
2024-03-23T12:34:24.269880000Z,431.667,-42.7137,-16.2472
2024-03-23T12:34:26.269884000Z,419.631,-44.8834,-9.26804
2024-03-23T12:34:28.269888000Z,414.356,-45.5356,1.03014
2024-03-23T12:34:30.269891000Z,428.446,-60.5771,-23.6126
2024-03-23T12:34:32.269895000Z,416.334,-38.1236,-16.2047
2024-03-23T12:34:34.269899000Z,415.331,-45.1571,-19.2259
2024-03-23T12:34:36.269902000Z,416.055,-39.7405,-9.24820
2024-03-23T12:34:38.269906000Z,418.373,-49.4647,-10.7827
2024-03-23T12:34:40.269910000Z,416.363,-34.7870,-5.38369
2024-03-23T12:34:42.269913000Z,417.311,-32.8706,-3.81240
2024-03-23T12:34:44.269917000Z,420.087,-21.7732,0.644086
2024-03-23T12:34:46.269921000Z,447.511,-5.00181,-6.85012
2024-03-23T12:34:48.269924000Z,446.710,-7.00778,2.96744
2024-03-23T12:34:50.269928000Z,441.634,-18.3432,5.40326
2024-03-23T12:34:52.269932000Z,448.796,-5.15820,6.19978
2024-03-23T12:34:54.269936000Z,448.764,-6.17919,13.0911
2024-03-23T12:34:56.269939000Z,451.023,-1.25298,5.88510
2024-03-23T12:34:58.269943000Z,452.069,-2.86762,8.68354
2024-03-23T12:35:00.269947000Z,448.060,-5.44383,3.87460
2024-03-23T12:35:02.269950000Z,443.008,-11.3799,-3.54285
2024-03-23T12:35:04.269954000Z,450.211,-1.31372,4.75415
2024-03-23T12:35:06.269958000Z,455.529,3.55190,-10.8300
2024-03-23T12:35:08.269961000Z,466.641,14.2018,-0.561960
2024-03-23T12:35:10.269965000Z,472.683,16.9961,7.13753
2024-03-23T12:35:12.269969000Z,464.061,8.21595,18.6194
2024-03-23T12:35:14.269973000Z,461.804,7.98012,18.1790
2024-03-23T12:35:16.269976000Z,464.255,10.8086,9.37320
2024-03-23T12:35:18.269980000Z,458.492,-4.67623,29.2411
2024-03-23T12:35:24.269991000Z,446.715,-14.8582,20.1087
2024-03-23T12:35:28.269998000Z,458.638,7.14056,7.04936
2024-03-23T12:35:30.270002000Z,464.298,13.6450,8.86448
2024-03-23T12:35:32.270006000Z,466.470,15.6719,1.53484
2024-03-23T12:35:34.270009000Z,461.033,2.53006,22.7004
2024-03-23T12:35:36.270013000Z,450.660,0.524254,15.3841
2024-03-23T12:35:38.270017000Z,458.552,-3.16731,25.3795
2024-03-23T12:35:40.270021000Z,476.657,18.8693,11.7662
2024-03-23T12:35:42.270024000Z,479.257,14.0885,26.2747
2024-03-23T12:35:44.270028000Z,470.246,9.56393,30.7490
2024-03-23T12:35:46.270032000Z,462.062,3.48456,19.4819
2024-03-23T12:35:48.270035000Z,460.417,-5.58274,28.0200
2024-03-23T12:35:50.270039000Z,463.465,7.13089,10.8109
2024-03-23T12:35:52.270043000Z,467.126,10.5221,10.5648
2024-03-23T12:35:54.270046000Z,464.104,1.15943,25.9962
2024-03-23T12:35:56.270050000Z,448.756,-13.3206,26.1341
2024-03-23T12:35:58.270054000Z,448.482,-12.4600,23.1507
2024-03-23T12:36:00.270058000Z,443.363,-20.8963,22.0828
2024-03-23T12:36:02.270061000Z,439.234,-23.3960,21.1806
2024-03-23T12:36:04.270065000Z,440.523,-14.5080,13.6920
2024-03-23T12:36:06.270069000Z,442.792,-13.8268,16.2030
2024-03-23T12:36:08.270072000Z,432.257,-13.6634,21.2147
2024-03-23T12:36:10.270076000Z,446.748,-15.0569,26.7246
2024-03-23T12:36:12.270080000Z,447.518,-11.4651,25.7430
2024-03-23T12:36:14.270083000Z,452.838,-6.02191,23.8839
2024-03-23T12:36:16.270087000Z,458.494,3.26219,19.9274
2024-03-23T12:36:18.270091000Z,440.157,-25.1539,21.8343
2024-03-23T12:36:20.270095000Z,441.026,-21.9025,26.6527
2024-03-23T12:36:22.270098000Z,439.606,-13.8212,28.4313
2024-03-23T12:36:24.270102000Z,448.915,-20.5715,32.1417
2024-03-23T12:36:26.270106000Z,449.585,-21.7904,34.8347
2024-03-23T12:36:28.270109000Z,451.771,-19.6988,30.1940
2024-03-23T12:36:30.270113000Z,448.333,-17.2878,20.8804
2024-03-23T12:36:32.270117000Z,456.350,-6.01689,21.8349
2024-03-23T12:36:34.270120000Z,471.602,15.9216,1.02830
2024-03-23T12:36:36.270124000Z,493.794,26.2240,12.2459
2024-03-23T12:36:38.270128000Z,510.225,32.4931,3.26207
2024-03-23T12:36:40.270131000Z,514.508,32.6852,-13.3514
2024-03-23T12:36:42.270135000Z,523.679,31.0388,-32.7998
2024-03-23T12:36:44.270139000Z,483.115,19.0693,-30.0519
2024-03-23T12:36:46.270143000Z,448.709,-6.11045,-6.28677
2024-03-23T12:36:48.270146000Z,439.027,-28.5690,7.22974
2024-03-23T12:36:50.270150000Z,451.069,-17.4517,27.8533
2024-03-23T12:36:52.270154000Z,456.200,-5.03693,22.6392
2024-03-23T12:36:54.270157000Z,456.273,-2.64388,23.2192
2024-03-23T12:36:56.270161000Z,456.920,-0.424107,14.1807
2024-03-23T12:36:58.270165000Z,479.583,20.6278,7.56194
2024-03-23T12:37:04.270176000Z,499.322,30.6614,-5.50174
2024-03-23T12:37:08.270183000Z,494.110,30.9552,-3.17255
2024-03-23T12:37:10.270187000Z,491.559,30.5876,-5.27305
2024-03-23T12:37:12.270191000Z,491.438,30.3435,1.10216
2024-03-23T12:37:14.270194000Z,494.423,30.8017,-5.48345
2024-03-23T12:37:16.270198000Z,491.978,29.9420,4.69675
2024-03-23T12:37:18.270202000Z,487.751,28.3574,7.43870
2024-03-23T12:37:20.270205000Z,492.150,29.9001,7.45355
2024-03-23T12:37:22.270209000Z,495.397,30.6626,-4.30861
2024-03-23T12:37:24.270213000Z,483.053,26.4709,5.18193
2024-03-23T12:37:26.270216000Z,490.313,28.4254,4.13076
2024-03-23T12:37:28.270220000Z,483.379,24.9289,14.9026
2024-03-23T12:37:30.270224000Z,488.716,26.7418,2.95597
2024-03-23T12:37:32.270228000Z,504.335,30.9854,6.14716
2024-03-23T12:37:34.270231000Z,501.087,29.7314,6.28969
2024-03-23T12:37:36.270235000Z,499.919,30.3944,6.51589
2024-03-23T12:37:38.270239000Z,507.684,33.2848,4.30079
2024-03-23T12:37:40.270242000Z,509.041,33.5624,-6.11978
2024-03-23T12:37:42.270246000Z,513.897,33.9954,-5.13867
2024-03-23T12:37:44.270250000Z,507.641,31.0738,6.90921
2024-03-23T12:37:46.270253000Z,515.330,34.1303,-13.3681
2024-03-23T12:37:48.270257000Z,496.500,29.2759,7.00364
2024-03-23T12:37:50.270261000Z,478.624,22.6934,12.1900
2024-03-23T12:37:52.270265000Z,489.245,27.3714,11.0304
2024-03-23T12:37:54.270268000Z,487.089,27.2228,11.8429
2024-03-23T12:37:56.270272000Z,486.024,27.4866,6.23867
2024-03-23T12:37:58.270276000Z,481.062,24.2935,10.2086
2024-03-23T12:38:00.270279000Z,490.206,27.6437,10.9610
2024-03-23T12:38:02.270283000Z,480.481,23.3114,11.6321
2024-03-23T12:38:04.270287000Z,483.108,24.1741,8.56577
2024-03-23T12:38:06.270290000Z,479.095,22.7988,7.60675
2024-03-23T12:38:08.270294000Z,490.816,29.2980,10.3826
2024-03-23T12:38:10.270298000Z,493.249,28.4114,8.47805
2024-03-23T12:38:12.270301000Z,491.361,21.8655,33.3422
2024-03-23T12:38:14.270305000Z,500.947,30.1574,2.00871
2024-03-23T12:38:16.270309000Z,500.532,31.6436,5.95006
2024-03-23T12:38:18.270313000Z,481.948,25.6027,13.0096
2024-03-23T12:38:20.270316000Z,494.664,30.6882,6.02222
2024-03-23T12:38:22.270320000Z,512.039,34.7000,-3.80461
2024-03-23T12:38:24.270324000Z,489.687,29.1820,9.98321
2024-03-23T12:38:26.270327000Z,488.399,30.4173,-0.775619
2024-03-23T12:38:28.270331000Z,492.645,30.1056,12.3828
2024-03-23T12:38:30.270335000Z,486.810,28.6151,11.7015
2024-03-23T12:38:32.270338000Z,488.693,30.0595,8.25770
2024-03-23T12:38:34.270342000Z,480.157,26.8885,1.33946
2024-03-23T12:38:36.270346000Z,508.301,35.9465,-15.6430
2024-03-23T12:38:38.270350000Z,512.871,35.6455,-3.51871
2024-03-23T12:38:44.270361000Z,496.662,32.9051,1.01198
2024-03-23T12:38:48.270368000Z,499.589,32.2624,9.67015
2024-03-23T12:38:50.270372000Z,502.843,35.7340,-6.49649
2024-03-23T12:38:52.270375000Z,490.131,31.0693,-19.1801
2024-03-23T12:38:54.270379000Z,505.777,36.2292,3.94663
2024-03-23T12:38:56.270383000Z,504.907,36.9897,-3.61385
2024-03-23T12:38:58.270386000Z,502.642,36.7111,-6.69895
2024-03-23T12:39:00.270390000Z,499.997,35.4302,-5.82669
2024-03-23T12:39:02.270394000Z,493.848,33.6123,-9.23053
2024-03-23T12:39:04.270398000Z,493.501,33.1280,-10.1567
2024-03-23T12:39:06.270401000Z,481.548,25.7243,11.2965
2024-03-23T12:39:08.270405000Z,483.717,27.1322,13.6089
2024-03-23T12:39:10.270409000Z,489.392,28.0663,14.9317
2024-03-23T12:39:12.270412000Z,487.374,27.7289,13.3503
2024-03-23T12:39:14.270416000Z,491.496,29.1364,16.7722
2024-03-23T12:39:16.270420000Z,493.677,30.4935,15.8529
2024-03-23T12:39:18.270423000Z,488.350,28.8480,17.3079
2024-03-23T12:39:20.270427000Z,492.330,30.8508,15.6795
2024-03-23T12:39:22.270431000Z,501.582,36.0030,-3.09623
2024-03-23T12:39:24.270435000Z,505.881,36.3903,5.10496
2024-03-23T12:39:26.270438000Z,492.057,30.6498,12.8204
2024-03-23T12:39:28.270442000Z,492.782,31.0059,1.41303
2024-03-23T12:39:30.270446000Z,477.036,-6.05470,49.6135
2024-03-23T12:39:32.270449000Z,480.953,8.23375,38.5882
2024-03-23T12:39:34.270453000Z,476.389,0.865349,43.2766
2024-03-23T12:39:36.270457000Z,469.136,-6.82125,44.6094
2024-03-23T12:39:38.270460000Z,485.229,5.18834,45.4095
2024-03-23T12:39:40.270464000Z,476.128,3.14577,42.1966
2024-03-23T12:39:42.270468000Z,474.377,0.0467098,43.6527
2024-03-23T12:39:44.270471000Z,474.060,1.18421,41.1381
2024-03-23T12:39:46.270475000Z,465.608,-9.55138,42.4984
2024-03-23T12:39:48.270479000Z,463.877,-11.3803,41.2771
2024-03-23T12:39:50.270483000Z,469.766,-8.03932,43.0887
2024-03-23T12:39:52.270486000Z,472.679,2.20442,39.8387
2024-03-23T12:39:54.270490000Z,468.605,-4.13087,41.4044
2024-03-23T12:39:56.270494000Z,466.401,-2.52471,36.5550
2024-03-23T12:39:58.270497000Z,472.806,1.11297,41.5750
2024-03-23T12:40:00.270501000Z,457.350,-17.2366,37.8652
2024-03-23T12:40:02.270505000Z,453.087,-25.9035,34.5556
2024-03-23T12:40:04.270508000Z,455.476,-18.3199,36.7059
2024-03-23T12:40:06.270512000Z,452.102,-7.52134,22.5504
2024-03-23T12:40:08.270516000Z,464.690,-0.0826534,32.7119
2024-03-23T12:40:10.270520000Z,457.311,-4.32866,22.7084
2024-03-23T12:40:12.270523000Z,470.651,6.89999,27.9117
2024-03-23T12:40:14.270527000Z,466.932,7.35510,20.2623
2024-03-23T12:40:16.270531000Z,494.475,21.8616,29.4939
2024-03-23T12:40:18.270534000Z,489.622,30.3482,0.0686976
2024-03-23T12:40:24.270545000Z,496.304,32.1609,5.55532
2024-03-23T12:40:28.270553000Z,487.685,29.6965,6.63355
2024-03-23T12:40:30.270556000Z,470.092,15.1643,14.1632
2024-03-23T12:40:32.270560000Z,470.660,18.4699,6.15478
2024-03-23T12:40:34.270564000Z,481.516,13.8272,33.5127
2024-03-23T12:40:36.270568000Z,474.047,20.5733,8.45836
2024-03-23T12:40:38.270571000Z,479.735,24.0031,9.23302
2024-03-23T12:40:40.270575000Z,466.417,16.9354,7.22855
2024-03-23T12:40:42.270579000Z,472.302,20.5975,8.67987
2024-03-23T12:40:44.270582000Z,484.188,27.2047,7.65085
2024-03-23T12:40:46.270586000Z,473.741,20.4190,14.6528
2024-03-23T12:40:48.270590000Z,487.417,30.9751,-2.88664
2024-03-23T12:40:50.270593000Z,484.366,30.0029,0.983878
2024-03-23T12:40:52.270597000Z,480.860,24.5969,16.1235
2024-03-23T12:40:54.270601000Z,491.854,31.9078,0.101490
2024-03-23T12:40:56.270605000Z,486.429,30.2012,-3.60657
2024-03-23T12:40:58.270608000Z,485.887,30.7107,-7.84482
2024-03-23T12:41:00.270612000Z,493.108,33.8858,-7.49409
2024-03-23T12:41:02.270616000Z,485.295,33.6765,-13.3900
2024-03-23T12:41:04.270619000Z,487.180,31.0739,-2.20157
2024-03-23T12:41:06.270623000Z,494.530,34.3459,-7.05650
2024-03-23T12:41:08.270627000Z,498.397,33.8212,3.01914
2024-03-23T12:41:10.270630000Z,496.532,32.0591,10.4454
2024-03-23T12:41:12.270634000Z,485.048,30.1941,-11.4794
2024-03-23T12:41:14.270638000Z,489.199,30.8610,-2.91667
2024-03-23T12:41:16.270641000Z,485.603,29.2826,-2.10408
2024-03-23T12:41:18.270645000Z,480.986,28.2573,-13.0281
2024-03-23T12:41:20.270649000Z,479.986,26.8536,-9.22392
2024-03-23T12:41:22.270653000Z,468.677,21.7392,-9.52007
2024-03-23T12:41:24.270656000Z,477.220,22.8349,-8.60735
2024-03-23T12:41:26.270660000Z,479.631,24.1578,-3.57104
2024-03-23T12:41:28.270664000Z,484.639,26.0042,-10.3765
2024-03-23T12:41:30.270667000Z,478.879,22.4649,-6.09479
2024-03-23T12:41:32.270671000Z,469.116,14.4988,4.14933
2024-03-23T12:41:34.270675000Z,472.778,18.8418,-7.03640
2024-03-23T12:41:36.270678000Z,476.289,20.4568,-3.70730
2024-03-23T12:41:38.270682000Z,487.687,29.3872,-17.1033
2024-03-23T12:41:40.270686000Z,484.901,25.5152,-3.85608
2024-03-23T12:41:42.270690000Z,491.294,27.7878,6.81861
2024-03-23T12:41:44.270693000Z,490.853,29.7714,-0.410758
2024-03-23T12:41:46.270697000Z,477.856,23.4013,1.65849
2024-03-23T12:41:48.270701000Z,475.746,21.0932,-6.68052
2024-03-23T12:41:50.270704000Z,475.641,21.7264,-15.4474
2024-03-23T12:41:52.270708000Z,462.610,2.66985,-28.8510
2024-03-23T12:41:54.270712000Z,465.683,7.99240,-35.3716
2024-03-23T12:41:56.270715000Z,471.970,14.4233,9.39020
2024-03-23T12:41:58.270719000Z,473.895,13.1110,8.52877
2024-03-23T12:42:04.270730000Z,455.855,-23.6776,-51.2716
2024-03-23T12:42:08.270738000Z,482.245,19.5264,-0.585037
2024-03-23T12:42:10.270741000Z,480.681,17.8453,-5.89552
2024-03-23T12:42:12.270745000Z,480.546,17.5355,-6.57967
2024-03-23T12:42:14.270749000Z,482.467,17.8383,-0.509244
2024-03-23T12:42:16.270752000Z,481.712,16.5303,-25.1629
2024-03-23T12:42:18.270756000Z,486.760,16.7552,-39.6481
2024-03-23T12:42:20.270760000Z,482.977,1.75511,-55.1186
2024-03-23T12:42:22.270763000Z,509.431,-29.8685,-88.5727
2024-03-23T12:42:24.270767000Z,504.655,-41.5030,-85.0196
2024-03-23T12:42:26.270771000Z,497.449,-55.7445,-91.3837
2024-03-23T12:42:28.270775000Z,491.254,-29.5934,-80.1193
2024-03-23T12:42:30.270778000Z,481.960,-8.55075,-65.6967
2024-03-23T12:42:32.270782000Z,492.368,6.25927,-58.5954
2024-03-23T12:42:34.270786000Z,486.073,14.6333,-40.5809
2024-03-23T12:42:36.270789000Z,488.305,20.7168,-18.2677
2024-03-23T12:42:38.270793000Z,490.682,21.4965,-5.35286
2024-03-23T12:42:40.270797000Z,501.661,21.6038,-31.6146
2024-03-23T12:42:42.270800000Z,502.238,10.9521,-55.9164
2024-03-23T12:42:44.270804000Z,506.855,26.8114,12.1310
2024-03-23T12:42:46.270808000Z,536.770,27.0743,17.2317
2024-03-23T12:42:48.270811000Z,555.233,27.5820,-5.14394
2024-03-23T12:42:50.270815000Z,537.940,30.1911,-0.640464
2024-03-23T12:42:52.270819000Z,518.325,29.3771,10.6957
2024-03-23T12:42:54.270823000Z,533.234,27.4107,20.8316
2024-03-23T12:42:56.270826000Z,520.672,27.0985,8.11501
2024-03-23T12:42:58.270830000Z,503.618,29.1434,7.87312
2024-03-23T12:43:00.270834000Z,504.716,29.6114,2.87436
2024-03-23T12:43:02.270837000Z,478.453,20.3285,-10.3993
2024-03-23T12:43:04.270841000Z,501.565,27.3617,11.5538
2024-03-23T12:43:06.270845000Z,485.992,22.6321,-23.1452
2024-03-23T12:43:08.270848000Z,487.542,22.3957,-26.6992
2024-03-23T12:43:10.270852000Z,491.534,24.4469,-17.4792
2024-03-23T12:43:12.270856000Z,489.594,22.2889,-13.5165
2024-03-23T12:43:14.270859000Z,487.843,21.4664,-14.0975
2024-03-23T12:43:16.270863000Z,491.040,14.9480,27.6548
2024-03-23T12:43:18.270867000Z,501.802,26.0128,-18.0859
2024-03-23T12:43:20.270870000Z,507.653,18.9024,35.6827
2024-03-23T12:43:22.270874000Z,514.371,30.3447,6.90970
2024-03-23T12:43:24.270878000Z,515.155,31.4293,1.66114
2024-03-23T12:43:26.270882000Z,508.726,28.4541,8.89743
2024-03-23T12:43:28.270885000Z,521.004,30.4684,13.5143
2024-03-23T12:43:30.270889000Z,511.960,32.9546,-0.746847
2024-03-23T12:43:32.270893000Z,495.603,29.3894,-5.02848
2024-03-23T12:43:34.270896000Z,499.561,32.6580,-15.5885
2024-03-23T12:43:36.270900000Z,498.453,31.5854,-15.0956
2024-03-23T12:43:38.270904000Z,501.116,32.9601,-10.5603
2024-03-23T12:43:44.270915000Z,506.581,32.7429,-9.51903
2024-03-23T12:43:48.270922000Z,501.465,32.5082,-6.25938
2024-03-23T12:43:50.270926000Z,496.627,28.0403,-20.0377
2024-03-23T12:43:52.270930000Z,498.745,28.9604,-6.73796
2024-03-23T12:43:54.270933000Z,503.170,29.8593,-7.06832
2024-03-23T12:43:56.270937000Z,504.112,30.4207,-7.17399
2024-03-23T12:43:58.270941000Z,495.260,26.9415,-18.7754
2024-03-23T12:44:00.270944000Z,495.792,26.6074,-15.1695
2024-03-23T12:44:02.270948000Z,495.799,25.5739,-11.1411
2024-03-23T12:44:04.270952000Z,494.544,27.3265,-8.23447
2024-03-23T12:44:06.270956000Z,485.995,21.4000,1.03094
2024-03-23T12:44:08.270959000Z,482.131,18.2550,-2.60352
2024-03-23T12:44:10.270963000Z,466.852,7.42416,-2.87694
2024-03-23T12:44:12.270967000Z,471.607,13.0220,-8.61691
2024-03-23T12:44:14.270970000Z,478.560,17.0904,-9.90209
2024-03-23T12:44:16.270974000Z,476.663,19.8045,19.9297
2024-03-23T12:44:18.270978000Z,496.039,27.7543,-5.20087
2024-03-23T12:44:20.270981000Z,495.079,30.9325,-9.09453
2024-03-23T12:44:22.270985000Z,483.452,24.5486,-12.1283
2024-03-23T12:44:24.270989000Z,489.081,24.8513,-4.48968
2024-03-23T12:44:26.270992000Z,471.384,17.0336,-16.4089
2024-03-23T12:44:28.270996000Z,468.995,12.9633,-20.0143
2024-03-23T12:44:30.271000000Z,452.681,-0.796079,-2.55671
2024-03-23T12:44:32.271004000Z,455.496,4.25845,8.65408
2024-03-23T12:44:34.271007000Z,452.582,-2.02272,-10.9070
2024-03-23T12:44:36.271011000Z,457.441,6.49634,-10.3452
2024-03-23T12:44:38.271015000Z,456.837,4.70474,-12.6495
2024-03-23T12:44:40.271018000Z,457.273,6.80732,-16.6251
2024-03-23T12:44:42.271022000Z,455.577,3.55805,-23.0736
2024-03-23T12:44:44.271026000Z,454.489,2.35580,-24.0713
2024-03-23T12:44:46.271029000Z,456.152,1.70738,-26.8392
2024-03-23T12:44:48.271033000Z,465.001,8.00623,-24.5360
2024-03-23T12:44:50.271037000Z,470.964,11.5907,-27.4851
2024-03-23T12:44:52.271041000Z,467.849,6.30694,-31.7239
2024-03-23T12:44:54.271044000Z,464.158,3.56825,-21.8781
2024-03-23T12:44:56.271048000Z,487.182,22.1235,0.236135
2024-03-23T12:44:58.271052000Z,486.413,25.2465,-3.57645
2024-03-23T12:45:00.271055000Z,515.176,24.8822,18.8156
2024-03-23T12:45:02.271059000Z,514.839,22.0506,26.6293
2024-03-23T12:45:04.271063000Z,509.388,21.7839,26.1469
2024-03-23T12:45:06.271066000Z,496.533,26.8521,-4.08794
2024-03-23T12:45:08.271070000Z,500.715,24.2089,16.7262
2024-03-23T12:45:10.271074000Z,510.352,26.1108,19.4162
2024-03-23T12:45:12.271077000Z,499.907,23.2938,18.4680
2024-03-23T12:45:14.271081000Z,494.880,21.8985,19.4238
2024-03-23T12:45:16.271085000Z,498.785,22.0600,17.4220
2024-03-23T12:45:18.271089000Z,511.669,22.8378,20.7866
2024-03-23T12:45:24.271100000Z,513.150,27.9756,10.7394
2024-03-23T12:45:28.271107000Z,502.243,31.5332,-15.1203
2024-03-23T12:45:30.271111000Z,518.673,24.0910,22.2878
2024-03-23T12:45:32.271114000Z,506.414,28.7157,13.6742
2024-03-23T12:45:34.271118000Z,519.302,24.4145,25.1161
2024-03-23T12:45:36.271122000Z,512.170,28.1632,11.6704
2024-03-23T12:45:38.271126000Z,506.980,28.1675,12.2651
