#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         STP>Solar-Terrestrial Physics
#     SOURCE_NAME                     SOLO>Solar Orbiter
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#     DATA_TYPE                       L2>Level 2 Calibrated Data
#     DESCRIPTOR                      SWA-PAS>Solar Wind Analyser / Proton-Alpha Sensor
#     DATA_VERSION                    02
#     PI_NAME                         C.J. Owen
#     PI_AFFILIATION                  MSSL-UCL, University College London, UK
#     TEXT                            Moments computed from the Proton part of ion distribution function measured                           
#                                      by PAS                                                                                                
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     MISSION_GROUP                   Solar Orbiter
#     LOGICAL_SOURCE                  solo_L2_swa-pas-grnd-mom
#     LOGICAL_FILE_ID                 solo_L2_swa-pas-grnd-mom_20200707_V02
#     LOGICAL_SOURCE_DESCRIPTION      Solar Orbiter Level 2 Ground Calculated Moments Data from Solar Wind Analyser                         
#                                      (SWA) Proton-Alpha Sensor (PAS)                                                                       
#     RULES_OF_USE                    Consult with MSSL-UCL before using
#     GENERATED_BY                    IRAP - Toulouse
#     GENERATION_DATE                 2024-04-21T20:46:24
#     MODS                            2020/10/26 - A. Fedorov, A. Barthe - Initial version
#     SOFTWARE_VERSION                pas_process_9_1 - 2021/12/02
#     CALIBRATION_VERSION             solo_CAL_catalog_20211108_V83.txt
#     PARENTS                         solo_L1_swa-pas-3d_20240323_V01.cdf
#                                     solo_ANC_soc-flown-mk_V111_20240417_002.tm
#     CDAWEB_PARENTS                  solo_l2_swa-pas-grnd-mom_00000000_v01
#                                     solo_l2_swa-pas-grnd-mom_20240323_v02, solo_l2_swa-pas-grnd-mom_20240324_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Epoch encoded as Terrestrial Time on rotating Earth geoid, ns since J2000
#  2. Velocity in RTN frame
#
EPOCH_yyyy-mm-ddThh:mm:ss.sssZ,VR_RTN_km/s,VT_RTN_km/s,VN_RTN_km/s
2024-03-23T15:37:24.290169000Z,956.873,-117.595,-138.762
2024-03-23T15:37:26.290172000Z,965.795,-139.382,-96.4527
2024-03-23T15:37:28.290176000Z,965.192,-137.522,-125.077
2024-03-23T15:37:30.290180000Z,972.607,-135.588,-119.378
2024-03-23T15:37:32.290184000Z,968.635,-136.205,-126.683
2024-03-23T15:37:34.290187000Z,964.536,-138.304,-120.877
2024-03-23T15:37:36.290191000Z,953.125,-141.001,-125.575
2024-03-23T15:37:38.290195000Z,956.173,-138.634,-129.995
2024-03-23T15:37:40.290198000Z,947.595,-147.431,-124.315
2024-03-23T15:37:42.290202000Z,955.115,-141.175,-128.127
2024-03-23T15:37:44.290206000Z,944.475,-146.596,-123.166
2024-03-23T15:37:46.290209000Z,948.399,-144.538,-122.471
2024-03-23T15:37:48.290213000Z,950.088,-139.849,-127.290
2024-03-23T15:37:50.290217000Z,947.097,-138.908,-132.397
2024-03-23T15:37:52.290221000Z,947.293,-140.385,-123.530
2024-03-23T15:37:54.290224000Z,944.121,-146.036,-116.620
2024-03-23T15:37:56.290228000Z,950.413,-146.186,-106.398
2024-03-23T15:37:58.290232000Z,955.919,-141.331,-119.240
2024-03-23T15:38:00.290235000Z,954.742,-144.014,-108.041
2024-03-23T15:38:02.290239000Z,957.358,-133.767,-161.153
2024-03-23T15:38:04.290243000Z,964.968,-124.451,-152.471
2024-03-23T15:38:06.290246000Z,957.163,-129.267,-149.344
2024-03-23T15:38:08.290250000Z,955.248,-129.358,-151.827
2024-03-23T15:38:10.290254000Z,957.188,-131.199,-150.461
2024-03-23T15:38:12.290257000Z,947.282,-130.506,-156.334
2024-03-23T15:38:14.290261000Z,963.298,-121.613,-149.866
2024-03-23T15:38:16.290265000Z,943.453,-129.280,-151.480
2024-03-23T15:38:18.290269000Z,958.182,-124.246,-157.445
2024-03-23T15:38:20.290272000Z,941.753,-128.050,-135.733
2024-03-23T15:38:22.290276000Z,951.394,-126.169,-137.781
2024-03-23T15:38:24.290280000Z,943.881,-127.146,-140.658
2024-03-23T15:38:26.290283000Z,956.548,-123.526,-145.594
2024-03-23T15:38:28.290287000Z,913.637,-112.944,-149.697
2024-03-23T15:38:30.290291000Z,952.167,-123.572,-144.667
2024-03-23T15:38:32.290294000Z,940.613,-127.319,-135.137
2024-03-23T15:38:34.290298000Z,942.800,-130.353,-136.024
2024-03-23T15:38:36.290302000Z,953.268,-123.034,-142.014
2024-03-23T15:38:38.290306000Z,949.886,-125.327,-136.703
2024-03-23T15:38:44.290317000Z,929.171,-115.795,-124.149
2024-03-23T15:38:48.290324000Z,953.330,-125.203,-132.536
2024-03-23T15:38:50.290328000Z,954.172,-124.021,-130.573
2024-03-23T15:38:52.290331000Z,956.039,-123.754,-131.366
2024-03-23T15:38:54.290335000Z,955.860,-126.434,-132.772
2024-03-23T15:38:56.290339000Z,957.811,-125.195,-132.830
2024-03-23T15:38:58.290343000Z,958.234,-126.419,-119.517
2024-03-23T15:39:00.290346000Z,958.204,-124.265,-123.858
2024-03-23T15:39:02.290350000Z,956.526,-125.343,-115.724
2024-03-23T15:39:04.290354000Z,960.287,-121.714,-126.059
2024-03-23T15:39:06.290357000Z,957.716,-124.825,-117.481
2024-03-23T15:39:08.290361000Z,955.627,-119.825,-128.552
2024-03-23T15:39:10.290365000Z,954.470,-120.945,-120.120
2024-03-23T15:39:12.290368000Z,960.608,-121.189,-116.786
2024-03-23T15:39:14.290372000Z,957.484,-122.927,-119.987
2024-03-23T15:39:16.290376000Z,959.053,-124.085,-120.630
2024-03-23T15:39:18.290379000Z,955.213,-124.286,-128.237
2024-03-23T15:39:20.290383000Z,966.257,-121.545,-128.227
2024-03-23T15:39:22.290387000Z,954.774,-124.502,-129.472
2024-03-23T15:39:24.290391000Z,954.110,-124.378,-130.475
2024-03-23T15:39:26.290394000Z,952.359,-124.884,-133.969
2024-03-23T15:39:28.290398000Z,949.218,-127.499,-127.367
2024-03-23T15:39:30.290402000Z,953.772,-128.034,-125.414
2024-03-23T15:39:32.290405000Z,960.552,-126.350,-127.139
2024-03-23T15:39:34.290409000Z,950.875,-126.663,-127.369
2024-03-23T15:39:36.290413000Z,946.501,-127.505,-135.242
2024-03-23T15:39:38.290416000Z,950.425,-128.710,-123.035
2024-03-23T15:39:40.290420000Z,957.707,-126.371,-118.545
2024-03-23T15:39:42.290424000Z,953.497,-127.751,-114.360
2024-03-23T15:39:44.290428000Z,955.874,-126.259,-114.542
2024-03-23T15:39:46.290431000Z,944.067,-122.078,-129.020
2024-03-23T15:39:48.290435000Z,943.420,-126.680,-114.452
2024-03-23T15:39:50.290439000Z,944.640,-124.255,-123.597
2024-03-23T15:39:52.290442000Z,957.939,-123.178,-109.421
2024-03-23T15:39:54.290446000Z,955.632,-121.211,-122.000
2024-03-23T15:39:56.290450000Z,951.960,-122.741,-120.202
2024-03-23T15:39:58.290453000Z,951.543,-124.964,-112.987
2024-03-23T15:40:00.290457000Z,944.326,-125.092,-113.007
2024-03-23T15:40:02.290461000Z,954.442,-126.752,-110.843
2024-03-23T15:40:04.290464000Z,961.020,-124.829,-109.448
2024-03-23T15:40:06.290468000Z,960.991,-125.369,-118.901
2024-03-23T15:40:08.290472000Z,962.215,-124.809,-117.039
2024-03-23T15:40:10.290476000Z,957.683,-126.523,-114.214
2024-03-23T15:40:12.290479000Z,955.365,-122.716,-112.469
2024-03-23T15:40:14.290483000Z,950.767,-123.676,-113.067
2024-03-23T15:40:16.290487000Z,966.601,-121.088,-111.561
2024-03-23T15:40:18.290490000Z,917.916,-124.959,-136.625
2024-03-23T15:40:24.290501000Z,938.050,-120.583,-133.705
2024-03-23T15:40:28.290509000Z,918.196,-133.940,-129.845
2024-03-23T15:40:30.290513000Z,924.431,-127.314,-144.425
2024-03-23T15:40:32.290516000Z,931.150,-127.523,-136.261
2024-03-23T15:40:34.290520000Z,940.579,-131.051,-127.988
2024-03-23T15:40:36.290524000Z,944.716,-133.515,-123.545
2024-03-23T15:40:38.290527000Z,940.815,-130.269,-122.115
2024-03-23T15:40:40.290531000Z,944.850,-128.405,-119.565
2024-03-23T15:40:42.290535000Z,943.146,-127.150,-121.862
2024-03-23T15:40:44.290538000Z,933.026,-129.706,-124.963
2024-03-23T15:40:46.290542000Z,935.285,-130.402,-123.096
2024-03-23T15:40:48.290546000Z,937.202,-130.536,-129.150
2024-03-23T15:40:50.290549000Z,939.493,-133.953,-125.952
2024-03-23T15:40:52.290553000Z,940.135,-136.716,-134.118
2024-03-23T15:40:54.290557000Z,937.570,-136.594,-139.267
2024-03-23T15:40:56.290561000Z,939.614,-129.626,-139.088
2024-03-23T15:40:58.290564000Z,939.201,-129.202,-139.816
2024-03-23T15:41:00.290568000Z,933.090,-125.117,-129.597
2024-03-23T15:41:02.290572000Z,938.716,-126.370,-122.024
2024-03-23T15:41:04.290575000Z,939.445,-124.357,-125.223
2024-03-23T15:41:06.290579000Z,937.242,-128.393,-122.415
2024-03-23T15:41:08.290583000Z,935.488,-128.329,-124.142
2024-03-23T15:41:10.290586000Z,932.900,-127.807,-127.916
2024-03-23T15:41:12.290590000Z,936.754,-125.049,-130.999
2024-03-23T15:41:14.290594000Z,941.820,-122.771,-130.543
2024-03-23T15:41:16.290597000Z,945.515,-120.984,-130.248
2024-03-23T15:41:18.290601000Z,941.147,-121.126,-129.818
2024-03-23T15:41:20.290605000Z,937.655,-119.084,-132.840
2024-03-23T15:41:22.290608000Z,943.874,-114.804,-148.829
2024-03-23T15:41:24.290612000Z,935.954,-121.211,-129.100
2024-03-23T15:41:26.290616000Z,941.301,-121.442,-132.429
2024-03-23T15:41:28.290620000Z,948.282,-123.453,-135.520
2024-03-23T15:41:30.290623000Z,939.806,-119.474,-140.509
2024-03-23T15:41:32.290627000Z,941.759,-124.691,-180.345
2024-03-23T15:41:34.290631000Z,935.236,-126.647,-162.092
2024-03-23T15:41:36.290634000Z,955.983,-121.804,-180.069
2024-03-23T15:41:38.290638000Z,959.945,-120.611,-141.356
2024-03-23T15:41:40.290642000Z,957.587,-122.618,-132.486
2024-03-23T15:41:42.290645000Z,935.488,-126.632,-147.450
2024-03-23T15:41:44.290649000Z,941.767,-125.787,-148.581
2024-03-23T15:41:46.290653000Z,948.875,-126.179,-137.692
2024-03-23T15:41:48.290657000Z,932.160,-127.862,-146.926
2024-03-23T15:41:50.290660000Z,950.000,-127.129,-142.488
2024-03-23T15:41:52.290664000Z,949.946,-134.457,-140.525
2024-03-23T15:41:54.290668000Z,950.441,-131.713,-144.526
2024-03-23T15:41:56.290671000Z,954.573,-132.891,-136.033
2024-03-23T15:41:58.290675000Z,950.798,-134.471,-133.994
2024-03-23T15:42:04.290686000Z,943.706,-138.689,-129.213
2024-03-23T15:42:08.290693000Z,947.604,-134.441,-132.501
2024-03-23T15:42:10.290697000Z,947.036,-134.696,-129.822
2024-03-23T15:42:12.290701000Z,945.878,-137.200,-122.117
2024-03-23T15:42:14.290705000Z,944.622,-138.177,-121.906
2024-03-23T15:42:16.290708000Z,943.628,-137.410,-124.196
2024-03-23T15:42:18.290712000Z,933.532,-138.393,-133.464
2024-03-23T15:42:20.290716000Z,943.562,-135.407,-128.114
2024-03-23T15:42:22.290719000Z,942.738,-138.685,-126.499
2024-03-23T15:42:24.290723000Z,942.843,-138.223,-120.808
2024-03-23T15:42:26.290727000Z,926.852,-148.424,-111.125
2024-03-23T15:42:28.290730000Z,932.380,-144.706,-115.397
2024-03-23T15:42:30.290734000Z,937.995,-140.504,-121.212
2024-03-23T15:42:32.290738000Z,940.565,-136.560,-127.517
2024-03-23T15:42:34.290742000Z,937.791,-141.075,-117.798
2024-03-23T15:42:36.290745000Z,942.065,-140.384,-118.837
2024-03-23T15:42:38.290749000Z,945.398,-147.631,-120.030
2024-03-23T15:42:40.290753000Z,943.828,-147.250,-119.967
2024-03-23T15:42:42.290756000Z,947.164,-142.832,-117.629
2024-03-23T15:42:44.290760000Z,928.706,-133.228,-113.470
2024-03-23T15:42:46.290764000Z,942.306,-138.813,-115.725
2024-03-23T15:42:48.290767000Z,947.674,-139.622,-106.720
2024-03-23T15:42:50.290771000Z,962.185,-133.880,-99.8779
2024-03-23T15:42:52.290775000Z,952.630,-133.702,-114.173
2024-03-23T15:42:54.290778000Z,956.275,-137.027,-99.7384
2024-03-23T15:42:56.290782000Z,956.883,-129.896,-115.969
2024-03-23T15:42:58.290786000Z,946.731,-132.959,-118.744
2024-03-23T15:43:00.290790000Z,952.936,-128.592,-112.685
2024-03-23T15:43:02.290793000Z,951.859,-131.858,-118.588
2024-03-23T15:43:04.290797000Z,952.449,-129.924,-126.859
2024-03-23T15:43:06.290801000Z,954.690,-126.300,-146.101
2024-03-23T15:43:08.290804000Z,949.345,-129.621,-125.036
2024-03-23T15:43:10.290808000Z,949.673,-128.600,-121.677
2024-03-23T15:43:12.290812000Z,946.142,-129.164,-132.357
2024-03-23T15:43:14.290815000Z,953.269,-126.187,-135.540
2024-03-23T15:43:16.290819000Z,949.640,-127.940,-136.953
2024-03-23T15:43:18.290823000Z,955.653,-126.086,-137.292
2024-03-23T15:43:20.290826000Z,949.433,-127.987,-140.237
2024-03-23T15:43:22.290830000Z,943.085,-124.139,-137.328
2024-03-23T15:43:24.290834000Z,952.780,-125.454,-143.809
2024-03-23T15:43:26.290838000Z,967.754,-122.048,-123.876
2024-03-23T15:43:28.290841000Z,964.955,-122.726,-124.227
2024-03-23T15:43:30.290845000Z,981.913,-119.719,-116.146
2024-03-23T15:43:32.290849000Z,983.584,-117.957,-119.026
2024-03-23T15:43:34.290852000Z,971.927,-121.230,-112.071
2024-03-23T15:43:36.290856000Z,962.824,-121.659,-116.237
2024-03-23T15:43:38.290860000Z,979.278,-117.290,-121.881
2024-03-23T15:43:44.290871000Z,948.224,-116.125,-115.063
2024-03-23T15:43:48.290878000Z,973.908,-122.464,-117.126
2024-03-23T15:43:50.290882000Z,955.225,-126.881,-120.530
2024-03-23T15:43:52.290886000Z,961.950,-125.155,-120.612
2024-03-23T15:43:54.290889000Z,967.726,-125.968,-115.682
2024-03-23T15:43:56.290893000Z,958.174,-126.213,-116.103
2024-03-23T15:43:58.290897000Z,963.960,-124.572,-115.730
2024-03-23T15:44:00.290900000Z,965.490,-125.892,-115.815
2024-03-23T15:44:02.290904000Z,972.458,-124.324,-113.842
2024-03-23T15:44:04.290908000Z,971.246,-123.153,-116.533
2024-03-23T15:44:06.290911000Z,979.912,-121.271,-117.034
2024-03-23T15:44:08.290915000Z,979.700,-122.123,-118.068
2024-03-23T15:44:10.290919000Z,976.353,-122.203,-115.355
2024-03-23T15:44:12.290922000Z,975.235,-121.437,-120.468
2024-03-23T15:44:14.290926000Z,969.850,-121.484,-121.632
2024-03-23T15:44:16.290930000Z,963.002,-122.773,-119.753
2024-03-23T15:44:18.290934000Z,970.919,-121.893,-118.026
2024-03-23T15:44:20.290937000Z,969.939,-121.779,-117.190
2024-03-23T15:44:22.290941000Z,970.488,-122.030,-117.288
2024-03-23T15:44:24.290945000Z,974.245,-120.779,-117.369
2024-03-23T15:44:26.290948000Z,965.200,-125.329,-120.275
2024-03-23T15:44:28.290952000Z,961.903,-126.404,-120.686
2024-03-23T15:44:30.290956000Z,957.840,-126.679,-122.988
2024-03-23T15:44:32.290959000Z,954.213,-127.954,-121.334
2024-03-23T15:44:34.290963000Z,949.003,-128.972,-122.408
2024-03-23T15:44:36.290967000Z,937.257,-136.085,-135.155
2024-03-23T15:44:38.290971000Z,952.890,-130.031,-125.521
2024-03-23T15:44:40.290974000Z,946.174,-132.067,-122.888
2024-03-23T15:44:42.290978000Z,945.706,-131.507,-120.520
2024-03-23T15:44:44.290982000Z,957.443,-126.702,-116.847
2024-03-23T15:44:46.290985000Z,962.559,-126.420,-117.692
2024-03-23T15:44:48.290989000Z,951.271,-129.887,-125.092
2024-03-23T15:44:50.290993000Z,965.662,-124.626,-116.096
2024-03-23T15:44:52.290996000Z,963.812,-124.819,-120.425
2024-03-23T15:44:54.291000000Z,965.100,-123.814,-121.831
2024-03-23T15:44:56.291004000Z,960.916,-124.595,-127.266
2024-03-23T15:44:58.291007000Z,968.763,-123.621,-124.578
2024-03-23T15:45:00.291011000Z,935.142,-139.453,-131.229
2024-03-23T15:45:02.291015000Z,947.411,-131.005,-126.554
2024-03-23T15:45:04.291019000Z,947.361,-129.572,-118.715
2024-03-23T15:45:06.291022000Z,948.390,-129.488,-124.850
2024-03-23T15:45:08.291026000Z,949.629,-128.296,-124.098
2024-03-23T15:45:10.291030000Z,941.550,-131.284,-120.565
2024-03-23T15:45:12.291033000Z,920.003,-146.945,-108.367
2024-03-23T15:45:14.291037000Z,927.450,-143.771,-109.718
2024-03-23T15:45:16.291041000Z,946.265,-119.974,-112.782
2024-03-23T15:45:18.291044000Z,971.101,-126.150,-107.797
2024-03-23T15:45:24.291056000Z,951.016,-128.205,-117.435
2024-03-23T15:45:28.291063000Z,946.362,-130.746,-116.111
2024-03-23T15:45:30.291067000Z,945.588,-129.934,-114.868
2024-03-23T15:45:32.291070000Z,954.833,-129.842,-119.093
2024-03-23T15:45:34.291074000Z,949.627,-129.031,-112.645
2024-03-23T15:45:36.291078000Z,958.202,-130.269,-107.741
2024-03-23T15:45:38.291081000Z,956.436,-130.614,-115.786
2024-03-23T15:45:40.291085000Z,957.528,-130.587,-113.645
2024-03-23T15:45:42.291089000Z,961.692,-129.185,-114.011
2024-03-23T15:45:44.291092000Z,960.644,-128.922,-111.106
2024-03-23T15:45:46.291096000Z,960.064,-128.635,-110.795
2024-03-23T15:45:48.291100000Z,965.576,-126.511,-106.536
2024-03-23T15:45:50.291104000Z,966.756,-126.905,-110.283
2024-03-23T15:45:52.291107000Z,966.725,-127.503,-105.257
2024-03-23T15:45:54.291111000Z,966.569,-125.441,-106.620
2024-03-23T15:45:56.291115000Z,963.547,-127.200,-107.286
2024-03-23T15:45:58.291118000Z,962.182,-123.221,-103.956
2024-03-23T15:46:00.291122000Z,961.825,-118.192,-105.637
2024-03-23T15:46:02.291126000Z,960.777,-119.168,-102.425
2024-03-23T15:46:04.291129000Z,962.021,-120.640,-102.244
2024-03-23T15:46:06.291133000Z,962.338,-118.926,-105.820
2024-03-23T15:46:08.291137000Z,948.679,-123.009,-103.148
2024-03-23T15:46:10.291141000Z,952.468,-127.367,-101.149
2024-03-23T15:46:12.291144000Z,953.373,-127.105,-92.7399
2024-03-23T15:46:14.291148000Z,954.253,-127.916,-105.060
2024-03-23T15:46:16.291152000Z,987.408,-118.273,-98.5976
2024-03-23T15:46:18.291155000Z,965.790,-121.617,-108.743
2024-03-23T15:46:20.291159000Z,947.236,-120.789,-110.197
2024-03-23T15:46:22.291163000Z,957.698,-124.431,-114.855
2024-03-23T15:46:24.291166000Z,948.215,-128.501,-110.910
2024-03-23T15:46:26.291170000Z,954.741,-131.027,-115.780
2024-03-23T15:46:28.291174000Z,947.274,-136.984,-119.222
2024-03-23T15:46:30.291177000Z,945.943,-134.431,-117.184
2024-03-23T15:46:32.291181000Z,946.065,-135.655,-124.243
2024-03-23T15:46:34.291185000Z,952.064,-136.187,-129.843
2024-03-23T15:46:36.291189000Z,944.355,-143.569,-124.437
2024-03-23T15:46:38.291192000Z,954.594,-137.049,-135.596
2024-03-23T15:46:40.291196000Z,952.652,-142.138,-123.156
2024-03-23T15:46:42.291200000Z,948.353,-142.936,-109.074
2024-03-23T15:46:44.291203000Z,952.238,-140.222,-113.559
2024-03-23T15:46:46.291207000Z,952.950,-140.477,-116.157
2024-03-23T15:46:48.291211000Z,950.123,-142.499,-124.517
2024-03-23T15:46:50.291214000Z,948.646,-142.688,-133.533
2024-03-23T15:46:52.291218000Z,944.164,-145.969,-137.415
2024-03-23T15:46:54.291222000Z,951.063,-143.624,-131.556
2024-03-23T15:46:56.291226000Z,963.892,-138.681,-121.022
2024-03-23T15:46:58.291229000Z,951.597,-144.480,-127.801
2024-03-23T15:47:04.291240000Z,947.470,-143.671,-141.003
2024-03-23T15:47:08.291248000Z,918.539,-155.084,-163.760
2024-03-23T15:47:10.291251000Z,971.177,-127.854,-126.100
2024-03-23T15:47:12.291255000Z,964.907,-131.208,-104.528
2024-03-23T15:47:14.291259000Z,966.331,-123.713,-108.738
2024-03-23T15:47:16.291262000Z,955.837,-126.656,-153.403
2024-03-23T15:47:18.291266000Z,957.447,-124.228,-173.283
2024-03-23T15:47:20.291270000Z,955.803,-130.975,-82.0917
2024-03-23T15:47:22.291274000Z,971.842,-122.083,-102.289
2024-03-23T15:47:24.291277000Z,995.730,-118.113,-113.568
2024-03-23T15:47:26.291281000Z,966.329,-114.943,-95.2231
2024-03-23T15:47:28.291285000Z,985.359,-119.941,-101.511
2024-03-23T15:47:30.291288000Z,965.574,-123.304,-102.482
2024-03-23T15:47:32.291292000Z,962.472,-122.065,-98.6599
2024-03-23T15:47:34.291296000Z,991.309,-118.260,-115.075
2024-03-23T15:47:36.291299000Z,961.554,-125.225,-81.9726
2024-03-23T15:47:38.291303000Z,960.301,-123.531,-97.3406
2024-03-23T15:47:40.291307000Z,971.794,-123.000,-87.4841
2024-03-23T15:47:42.291311000Z,971.646,-122.505,-83.5245
2024-03-23T15:47:44.291314000Z,977.863,-123.695,-75.5841
2024-03-23T15:47:46.291318000Z,974.135,-123.724,-92.3721
2024-03-23T15:47:48.291322000Z,978.237,-123.140,-85.4137
2024-03-23T15:47:50.291325000Z,982.192,-121.454,-85.2322
2024-03-23T15:47:52.291329000Z,966.782,-129.398,-67.2885
2024-03-23T15:47:54.291333000Z,984.741,-123.043,-61.8274
2024-03-23T15:47:56.291336000Z,985.360,-121.257,-68.3968
2024-03-23T15:47:58.291340000Z,981.391,-122.600,-69.6116
2024-03-23T15:48:00.291344000Z,983.892,-120.785,-71.4717
2024-03-23T15:48:02.291347000Z,986.244,-120.172,-67.0458
2024-03-23T15:48:04.291351000Z,993.431,-118.395,-72.7418
2024-03-23T15:48:06.291355000Z,993.612,-117.639,-62.9618
2024-03-23T15:48:08.291359000Z,998.316,-118.284,-68.8970
2024-03-23T15:48:10.291362000Z,1006.55,-115.249,-75.1724
2024-03-23T15:48:12.291366000Z,1011.28,-113.600,-71.0138
2024-03-23T15:48:14.291370000Z,1003.06,-116.535,-72.1206
2024-03-23T15:48:16.291373000Z,1006.38,-115.226,-76.6549
2024-03-23T15:48:18.291377000Z,999.966,-117.666,-78.0032
2024-03-23T15:48:20.291381000Z,998.539,-119.225,-77.4739
2024-03-23T15:48:22.291384000Z,998.309,-117.338,-74.8214
2024-03-23T15:48:24.291388000Z,991.774,-119.214,-75.2250
2024-03-23T15:48:26.291392000Z,997.065,-118.726,-69.8591
2024-03-23T15:48:28.291396000Z,987.544,-121.432,-74.9774
2024-03-23T15:48:30.291399000Z,986.160,-121.130,-72.5047
2024-03-23T15:48:32.291403000Z,981.740,-122.530,-75.1021
2024-03-23T15:48:34.291407000Z,984.852,-121.418,-70.8501
2024-03-23T15:48:36.291410000Z,987.262,-121.863,-69.2771
2024-03-23T15:48:38.291414000Z,1012.16,-116.236,-72.1254
2024-03-23T15:48:44.291425000Z,1001.71,-117.304,-51.8157
2024-03-23T15:48:48.291433000Z,982.068,-122.898,-63.8425
2024-03-23T15:48:50.291436000Z,968.410,-123.358,-69.2814
2024-03-23T15:48:52.291440000Z,962.502,-125.077,-69.8750
2024-03-23T15:48:54.291444000Z,970.048,-123.560,-69.1998
2024-03-23T15:48:56.291447000Z,977.608,-124.041,-61.1233
2024-03-23T15:48:58.291451000Z,979.513,-123.876,-68.7076
2024-03-23T15:49:00.291455000Z,993.539,-118.932,-68.1472
2024-03-23T15:49:02.291458000Z,972.628,-124.944,-67.4706
2024-03-23T15:49:04.291462000Z,973.217,-125.982,-69.3894
2024-03-23T15:49:06.291466000Z,970.984,-126.006,-62.4154
2024-03-23T15:49:08.291469000Z,973.725,-125.005,-81.5065
2024-03-23T15:49:10.291473000Z,960.292,-127.452,-75.7495
2024-03-23T15:49:12.291477000Z,951.240,-131.832,-80.7897
2024-03-23T15:49:14.291481000Z,957.205,-130.671,-79.1936
2024-03-23T15:49:16.291484000Z,951.104,-135.671,-92.5240
2024-03-23T15:49:18.291488000Z,957.347,-136.041,-75.7971
2024-03-23T15:49:20.291492000Z,958.573,-135.120,-79.4352
2024-03-23T15:49:22.291495000Z,960.350,-135.398,-78.1008
2024-03-23T15:49:24.291499000Z,962.645,-133.791,-70.5716
2024-03-23T15:49:26.291503000Z,964.927,-131.816,-80.6895
2024-03-23T15:49:28.291506000Z,964.763,-131.424,-82.6588
2024-03-23T15:49:30.291510000Z,963.107,-132.504,-75.8498
2024-03-23T15:49:32.291514000Z,937.869,-120.960,-65.6260
2024-03-23T15:49:34.291518000Z,964.512,-128.738,-63.8571
2024-03-23T15:49:36.291521000Z,962.878,-124.709,-62.6126
2024-03-23T15:49:38.291525000Z,962.803,-125.120,-73.2331
2024-03-23T15:49:40.291529000Z,965.588,-128.738,-83.4082
2024-03-23T15:49:42.291532000Z,967.647,-128.235,-70.2751
2024-03-23T15:49:44.291536000Z,969.750,-125.172,-82.2908
2024-03-23T15:49:46.291540000Z,978.809,-126.721,-95.4089
2024-03-23T15:49:48.291543000Z,965.724,-134.603,-70.6051
2024-03-23T15:49:50.291547000Z,969.036,-141.747,-75.7901
2024-03-23T15:49:52.291551000Z,968.497,-139.102,-79.0574
2024-03-23T15:49:54.291554000Z,967.687,-141.916,-69.4843
2024-03-23T15:49:56.291558000Z,970.719,-141.638,-74.1137
2024-03-23T15:49:58.291562000Z,971.063,-141.328,-80.8541
2024-03-23T15:50:00.291566000Z,977.732,-139.576,-95.2364
2024-03-23T15:50:02.291569000Z,956.272,-133.017,-86.6175
2024-03-23T15:50:04.291573000Z,961.170,-132.443,-90.0732
2024-03-23T15:50:06.291577000Z,956.816,-129.634,-88.2381
2024-03-23T15:50:08.291580000Z,960.908,-128.809,-95.3760
2024-03-23T15:50:10.291584000Z,958.904,-131.729,-99.4074
2024-03-23T15:50:12.291588000Z,957.268,-133.047,-107.256
2024-03-23T15:50:14.291591000Z,954.028,-136.530,-104.932
2024-03-23T15:50:16.291595000Z,953.306,-139.139,-106.063
2024-03-23T15:50:18.291599000Z,948.413,-137.172,-100.369
2024-03-23T15:50:24.291610000Z,955.465,-152.633,-92.0526
2024-03-23T15:50:28.291617000Z,960.932,-151.998,-80.8320
2024-03-23T15:50:30.291621000Z,959.058,-159.389,-83.9324
2024-03-23T15:50:32.291625000Z,964.517,-149.805,-40.8965
2024-03-23T15:50:34.291628000Z,956.274,-159.564,-52.3909
2024-03-23T15:50:36.291632000Z,955.404,-148.893,-26.5302
2024-03-23T15:50:38.291636000Z,956.627,-134.614,-12.1593
2024-03-23T15:50:40.291639000Z,950.237,-133.839,-38.6325
2024-03-23T15:50:42.291643000Z,953.200,-136.893,-51.7657
2024-03-23T15:50:44.291647000Z,952.340,-136.628,-46.7091
2024-03-23T15:50:46.291651000Z,959.817,-135.232,-51.6748
2024-03-23T15:50:48.291654000Z,955.009,-139.256,-46.4493
2024-03-23T15:50:50.291658000Z,953.348,-140.019,-39.7495
2024-03-23T15:50:52.291662000Z,957.208,-136.573,-46.6823
2024-03-23T15:50:54.291665000Z,957.972,-139.321,-50.5681
2024-03-23T15:50:56.291669000Z,957.347,-137.959,-49.3793
2024-03-23T15:50:58.291673000Z,957.485,-139.384,-47.4094
2024-03-23T15:51:00.291676000Z,955.758,-137.058,-48.5446
2024-03-23T15:51:02.291680000Z,955.877,-136.561,-46.1071
2024-03-23T15:51:04.291684000Z,947.425,-141.952,-44.0478
2024-03-23T15:51:06.291688000Z,952.291,-140.412,-40.0832
